# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "gbc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/PolII-PROseq.counts.cds.txt" "./ChIP-nexus/mapped/bam_dm6/Input_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped/bam_dm6/PolII_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep2.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep2.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP-nexus/mapped/bam_dm6/Input_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped/bam_dm6/PolII_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep2.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep2.dm6.bowtie2.sorted.bam
FBtr0331809	3L	5644147	5648836	+	4690	0	0	0	0	0	0
FBtr0077090	3L	5655181	5657284	+	2104	515	341	313	944	1021	751
FBtr0340654	3L	5658413	5749499	+	91087	866	776	560	1571	2057	2095
FBtr0077125	3L	5659800	5661747	-	1948	0	0	0	0	0	0
FBtr0340655	3L	5664621	5749499	+	84879	0	0	0	0	0	0
FBtr0346962	3L	5664621	5746300	+	81680	0	0	0	0	0	0
FBtr0340656	3L	5665361	5746300	+	80940	0	0	0	0	0	0
FBtr0330125	3L	5665361	5749499	+	84139	0	0	0	0	0	0
FBtr0112708	3L	5667349	5749499	+	82151	0	0	0	0	0	0
FBtr0330124	3L	5679040	5749499	+	70460	0	0	0	0	0	0
FBtr0112710	3L	5691927	5749499	+	57573	0	0	0	0	0	0
FBtr0330126	3L	5691927	5746300	+	54374	0	0	0	0	0	0
FBtr0077124	3L	5750129	5751689	-	1561	591	1118	359	988	2787	2808
FBtr0077095	3L	5753473	5761786	+	8314	423	1135	259	783	3283	3298
FBtr0077096	3L	5754678	5761319	+	6642	0	0	0	0	0	0
FBtr0345901	3L	5762063	5765202	-	3140	35	228	23	55	536	552
FBtr0345606	3L	5762063	5765091	-	3029	0	0	0	0	0	0
FBtr0077121	3L	5762127	5765001	-	2875	0	0	0	0	0	0
FBtr0077098	3L	5766346	5766984	+	639	245	1145	157	450	2872	3263
FBtr0077120	3L	5767117	5768294	-	1178	490	1874	362	934	3790	4125
FBtr0077100	3L	5769502	5776171	+	6670	42	257	28	83	466	612
FBtr0307976	3L	5769623	5775745	+	6123	0	0	0	0	0	0
FBtr0330128	3L	5771665	5776171	+	4507	0	0	0	0	0	0
FBtr0077101	3L	5771665	5775745	+	4081	0	0	0	0	0	0
FBtr0077103	3L	5771720	5776171	+	4452	0	0	0	0	0	0
FBtr0330127	3L	5771720	5775745	+	4026	0	0	0	0	0	0
FBtr0077119	3L	5776424	5776833	-	410	162	1098	122	274	2461	2438
FBtr0077118	3L	5777576	5779091	-	1516	624	546	330	1005	1220	1163
FBtr0445398	3L	5780551	5784585	+	4035	0	0	0	0	0	0
FBtr0347274	3L	5780551	5781306	+	756	0	0	0	0	0	0
FBtr0091709	3L	5780764	5784585	+	3822	0	0	0	0	0	0
FBtr0114577	3L	5782037	5784585	+	2549	0	0	0	0	0	0
FBtr0077117	3L	5783315	5786218	-	2904	263	85	148	471	469	424
FBtr0344538	3L	5789931	5793692	-	3762	58	95	41	86	349	244
FBtr0077116	3L	5790292	5793692	-	3401	0	0	0	0	0	0
FBtr0077115	3L	5794505	5795901	-	1397	0	0	0	0	0	0
FBtr0331522	3L	5794505	5796043	-	1539	69	20	31	143	66	64
FBtr0333264	3L	5797649	5810431	-	12783	209	335	160	392	1136	1041
FBtr0077114	3L	5799048	5810431	-	11384	0	0	0	0	0	0
FBtr0299616	3L	5803533	5805649	+	2117	0	0	0	0	0	0
FBtr0299617	3L	5804164	5805649	+	1486	0	0	0	0	0	0
FBtr0310534	3L	5811473	5812128	+	656	328	1626	167	581	3437	3554
FBtr0300010	3L	5813438	5845164	-	31727	55	52	73	107	178	167
FBtr0077082	3L	5813791	5845164	-	31374	0	0	0	0	0	0
FBtr0077025	3L	5872001	5873418	+	1418	283	65	222	613	264	242
FBtr0331562	3L	5873811	5875366	+	1556	69	20	62	112	38	15
FBtr0300903	3L	5874032	5875357	+	1326	0	0	0	0	0	0
FBtr0330086	3L	5882804	5883990	+	1187	440	115	307	845	588	565
FBtr0077081	3L	5895791	5896935	-	1145	441	557	313	797	1328	1293
FBtr0077029	3L	5898138	5899295	+	1158	351	104	238	683	511	596
FBtr0077030	3L	5900028	5900836	+	809	280	755	211	511	1591	1776
FBtr0077080	3L	5900935	5901956	-	1022	308	632	192	523	1286	1282
FBtr0113435	3L	5902987	5903555	-	569	108	41	61	201	110	64
FBtr0305273	3L	5904311	5906199	-	1889	591	119	383	1038	447	339
FBtr0113148	3L	5907881	5917440	+	9560	1381	287	893	2458	1135	738
FBtr0331563	3L	5907881	5909795	+	1915	0	0	0	0	0	0
FBtr0077077	3L	5918005	5920816	-	2812	832	174	502	1408	572	476
FBtr0077032	3L	5922555	5923467	+	913	146	48	85	206	139	127
FBtr0330118	3L	5922976	5923467	+	492	0	0	0	0	0	0
FBtr0091475	3L	5924362	5930020	+	5659	709	266	408	1257	774	499
FBtr0091478	3L	5927371	5929802	+	2432	0	0	0	0	0	0
FBtr0091477	3L	5928282	5930020	+	1739	0	0	0	0	0	0
FBtr0091476	3L	5928916	5929802	+	887	0	0	0	0	0	0
FBtr0077074	3L	5930362	5932273	-	1912	45	460	33	59	671	744
FBtr0077076	3L	5930362	5932112	-	1751	0	0	0	0	0	0
FBtr0100046	3L	5933136	5950158	-	17023	3482	970	2339	6592	3326	2711
FBtr0301034	3L	5933465	5934803	-	1339	0	0	0	0	0	0
FBtr0077070	3L	5967645	5975507	-	7863	1775	8363	1150	3303	28741	32842
FBtr0077037	3L	5997708	6026217	+	28510	6120	1390	3859	10840	4637	4152
FBtr0077069	3L	6009546	6010521	-	976	0	0	0	0	0	0
FBtr0077068	3L	6033299	6034111	-	813	32	15	30	88	32	31
FBtr0346804	3L	6033621	6034111	-	491	0	0	0	0	0	0
FBtr0077039	3L	6037611	6038088	+	478	219	41	133	349	101	98
FBtr0077043	3L	6055636	6056739	+	1104	0	0	0	0	0	0
FBtr0333390	3L	6055636	6056902	+	1267	26	28	7	49	98	68
FBtr0077044	3L	6060158	6061278	+	1121	399	111	267	701	336	306
FBtr0077066	3L	6061472	6062410	-	939	207	47	115	332	159	103
FBtr0299610	3L	6066796	6071445	+	4650	1120	391	736	2034	1424	993
FBtr0077047	3L	6072639	6073439	+	801	238	316	148	466	826	636
FBtr0077065	3L	6073590	6074745	-	1156	342	358	248	701	938	1116
FBtr0077049	3L	6077222	6081433	+	4212	0	0	0	0	0	0
FBtr0345594	3L	6077222	6082391	+	5170	96	29	59	184	103	57
FBtr0332063	3L	6083383	6090164	+	6782	0	0	0	0	0	0
FBtr0332062	3L	6083383	6092088	+	8706	224	115	147	331	445	286
FBtr0077064	3L	6092288	6092813	-	526	194	116	86	342	371	333
FBtr0077063	3L	6093304	6094247	-	944	437	334	262	699	827	846
FBtr0301448	3L	6095487	6096417	+	931	243	242	149	486	665	796
FBtr0347001	3L	6098117	6123813	+	25697	2957	741	1956	5102	2403	1743
FBtr0077055	3L	6111967	6122762	+	10796	0	0	0	0	0	0
FBtr0346812	3L	6124034	6128307	-	4274	907	309	581	1514	1461	1068
FBtr0076997	3L	6163627	6164582	+	956	409	144	275	689	340	284
FBtr0331790	3L	6165016	6173380	-	8365	389	285	240	709	1050	823
FBtr0077019	3L	6167413	6173380	-	5968	0	0	0	0	0	0
FBtr0331789	3L	6169669	6173380	-	3712	0	0	0	0	0	0
FBtr0076998	3L	6174748	6178673	+	3926	0	0	0	0	0	0
FBtr0331788	3L	6174748	6178841	+	4094	3	7	6	6	11	9
FBtr0113149	3L	6178777	6181329	-	2553	932	980	555	1604	2399	2495
FBtr0077017	3L	6182276	6184420	-	2145	831	1044	519	1439	2422	2602
FBtr0077016	3L	6185930	6188623	-	2694	983	383	647	1640	1043	886
FBtr0076999	3L	6190245	6191949	+	1705	668	557	416	1247	1517	1564
FBtr0077015	3L	6192224	6192679	-	456	132	206	91	254	697	670
FBtr0077000	3L	6193980	6200285	+	6306	64	59	71	148	267	146
FBtr0077001	3L	6193980	6199496	+	5517	0	0	0	0	0	0
FBtr0077002	3L	6194246	6199496	+	5251	0	0	0	0	0	0
FBtr0077003	3L	6200973	6203676	+	2704	780	393	504	1264	1104	876
FBtr0077014	3L	6203931	6217522	-	13592	4777	2671	3001	8399	8246	7277
FBtr0077012	3L	6234423	6239568	-	5146	251	51	137	414	157	97
FBtr0332068	3L	6234423	6238491	-	4069	0	0	0	0	0	0
FBtr0077011	3L	6240600	6245246	-	4647	1118	228	742	2125	746	539
FBtr0077010	3L	6246033	6256165	-	10133	1961	477	1279	3342	1955	1639
FBtr0077009	3L	6257523	6258260	-	738	236	59	138	429	159	178
FBtr0332065	3L	6259205	6262194	-	2990	53	47	34	94	74	66
FBtr0332067	3L	6259592	6260660	-	1069	0	0	0	0	0	0
FBtr0332066	3L	6259592	6260540	-	949	0	0	0	0	0	0
FBtr0077008	3L	6259592	6262194	-	2603	0	0	0	0	0	0
FBtr0305900	3L	6276287	6276935	+	649	186	32	109	307	128	91
FBtr0077004	3L	6321111	6321998	+	888	189	29	73	338	138	53
FBtr0077005	3L	6326112	6326949	+	838	181	51	98	326	118	111
FBtr0077006	3L	6328108	6328969	+	862	178	58	113	336	156	159
FBtr0077007	3L	6329424	6351890	-	22467	4353	1439	2796	7738	5288	4070
FBtr0303270	3L	6401090	6485864	+	84775	14935	6441	9680	26226	24054	18367
FBtr0333060	3L	6486267	6487924	-	1658	60	34	49	102	148	42
FBtr0076987	3L	6486697	6487924	-	1228	0	0	0	0	0	0
FBtr0303036	3L	6489181	6491110	+	1930	580	649	374	1041	1789	1735
FBtr0076986	3L	6491330	6494797	-	3468	1198	1392	763	2177	4000	4373
FBtr0076968	3L	6496180	6550004	+	53825	10605	14413	6956	18599	61056	60026
FBtr0076969	3L	6531229	6532329	+	1101	0	0	0	0	0	0
FBtr0307511	3L	6551238	6592049	+	40812	0	0	0	0	2	2
FBtr0076973	3L	6551239	6592049	+	40811	0	0	0	0	0	0
FBtr0076970	3L	6551239	6593840	+	42602	220	35	138	355	157	113
FBtr0307512	3L	6563297	6588979	-	25683	0	0	0	0	0	0
FBtr0076984	3L	6594038	6602866	-	8829	2638	562	1644	4514	1706	1299
FBtr0076976	3L	6604184	6608639	+	4456	317	360	249	595	838	811
FBtr0330185	3L	6604466	6605532	-	1067	0	0	0	0	0	0
FBtr0076983	3L	6604550	6605532	-	983	0	0	0	0	0	0
FBtr0076977	3L	6606679	6608639	+	1961	0	0	0	0	0	0
FBtr0474136	3L	6609825	6619013	+	9189	235	49	110	349	161	110
FBtr0076981	3L	6610077	6618080	+	8004	0	0	0	0	0	0
FBtr0076980	3L	6614064	6618080	+	4017	0	0	0	0	0	0
FBtr0330184	3L	6614172	6618080	+	3909	0	0	0	0	0	0
FBtr0076982	3L	6624532	6634959	+	10428	2122	442	1319	3769	1549	1116
FBtr0076963	3L	6664324	6665141	-	818	218	36	158	379	116	106
FBtr0300026	3L	6666738	6667316	-	579	112	22	54	173	59	34
FBtr0076958	3L	6689427	6703021	-	13595	0	0	0	0	0	0
FBtr0076961	3L	6689427	6692154	-	2728	0	0	0	0	0	0
FBtr0076960	3L	6689799	6703021	-	13223	0	0	0	0	0	0
FBtr0076942	3L	6705360	6708900	+	3541	507	115	302	889	378	289
FBtr0333072	3L	6708085	6708900	+	816	0	0	0	0	0	0
FBtr0345585	3L	6713456	6719025	-	5570	42	10	35	109	49	22
FBtr0076956	3L	6714138	6719025	-	4888	0	0	0	0	0	0
FBtr0333047	3L	6728900	6742664	-	13765	171	221	88	248	757	573
FBtr0303749	3L	6730262	6742664	-	12403	0	0	0	0	0	0
FBtr0303751	3L	6738628	6742664	-	4037	0	0	0	0	0	0
FBtr0303748	3L	6740405	6742243	-	1839	0	0	0	0	0	0
FBtr0076950	3L	6744526	6752252	-	7727	1600	4279	1087	2758	9547	10246
FBtr0345025	3L	6744526	6746755	-	2230	0	0	0	0	0	0
FBtr0076951	3L	6744526	6746956	-	2431	0	0	0	0	0	0
FBtr0076943	3L	6753413	6753929	+	517	218	677	135	413	1717	2000
FBtr0330061	3L	6754117	6755997	-	1881	145	388	106	223	1243	1250
FBtr0330065	3L	6754913	6755997	-	1085	0	0	0	0	0	0
FBtr0076947	3L	6756729	6762746	-	6018	478	126	300	795	606	550
FBtr0076948	3L	6756729	6760614	-	3886	0	0	0	0	0	0
FBtr0330059	3L	6790658	6794437	+	3780	0	0	0	0	0	0
FBtr0345911	3L	6790658	6794841	+	4184	43	22	27	65	126	90
FBtr0076945	3L	6912099	6914376	-	2278	180	57	125	349	235	135
FBtr0076946	3L	6912099	6913464	-	1366	0	0	0	0	0	0
FBtr0076894	3L	6933426	6934724	+	1299	237	54	132	402	137	134
FBtr0333079	3L	6943356	6948562	+	5207	0	0	0	0	0	0
FBtr0333080	3L	6943356	6949213	+	5858	91	155	68	181	406	347
FBtr0113150	3L	6945181	6948562	+	3382	0	0	0	0	0	0
FBtr0076940	3L	6949591	6955404	-	5814	0	0	0	0	0	0
FBtr0333083	3L	6949591	6955012	-	5422	0	0	0	0	0	0
FBtr0300937	3L	6951904	6955404	-	3501	0	0	0	0	0	0
FBtr0333081	3L	6956491	6957340	+	850	161	231	101	308	582	585
FBtr0076939	3L	6957046	6957608	-	563	94	147	48	173	387	452
FBtr0076897	3L	6958846	6959486	+	641	248	251	126	448	828	779
FBtr0076938	3L	6959654	6964258	-	4605	1385	1153	829	2070	3161	2647
FBtr0076937	3L	6965360	6967397	-	2038	885	388	596	1835	1233	962
FBtr0076936	3L	6968135	6968548	-	414	102	76	57	176	195	212
FBtr0076898	3L	6970158	6971566	+	1409	519	404	364	870	1364	1078
FBtr0076934	3L	6972850	6979544	-	6695	1399	2491	967	2650	7621	7499
FBtr0076933	3L	6983573	6984086	-	514	126	24	118	210	145	103
FBtr0076900	3L	6991122	6994347	+	3226	773	223	594	1620	616	456
FBtr0309957	3L	6999343	7052455	+	53113	0	0	0	0	0	0
FBtr0339904	3L	6999343	7053399	+	54057	0	0	0	0	0	0
FBtr0301110	3L	7014600	7052455	+	37856	0	0	0	0	0	0
FBtr0339903	3L	7014600	7053399	+	38800	0	0	0	0	0	0
FBtr0308094	3L	7049090	7052237	+	3148	0	0	0	0	0	0
FBtr0333376	3L	7059030	7076962	-	17933	135	32	102	209	100	58
FBtr0076931	3L	7060006	7076962	-	16957	0	0	0	0	0	0
FBtr0076906	3L	7066814	7068132	+	1319	0	0	0	0	0	0
FBtr0076905	3L	7066814	7069363	+	2550	0	0	0	0	0	0
FBtr0100085	3L	7073576	7074747	-	1172	0	0	0	0	0	0
FBtr0076928	3L	7087813	7088287	-	475	209	43	134	415	89	43
FBtr0113469	3L	7095318	7123197	+	27880	5798	2436	3829	10381	6426	4832
FBtr0076926	3L	7123313	7125033	-	1721	470	1198	348	923	2514	2838
FBtr0076912	3L	7126405	7128018	+	1614	710	188	407	1201	684	631
FBtr0076915	3L	7132363	7133363	+	1001	201	55	146	371	213	156
FBtr0333373	3L	7135016	7142974	+	7959	1947	2530	1242	3560	7013	6454
FBtr0299641	3L	7143091	7156573	-	13483	366	702	223	626	2445	2151
FBtr0299640	3L	7144629	7156573	-	11945	0	0	0	0	0	0
FBtr0299551	3L	7159299	7189431	-	30133	144	33	125	232	190	79
FBtr0330337	3L	7160404	7189431	-	29028	0	0	0	0	0	0
FBtr0302123	3L	7163155	7189431	-	26277	0	0	0	0	0	0
FBtr0299550	3L	7163395	7189431	-	26037	0	0	0	0	0	0
FBtr0299548	3L	7163399	7189431	-	26033	0	0	0	0	0	0
FBtr0299547	3L	7170871	7189431	-	18561	0	0	0	0	0	0
FBtr0299546	3L	7174220	7189431	-	15212	0	0	0	0	0	0
FBtr0076833	3L	7235012	7235562	+	551	96	20	67	219	107	68
FBtr0333366	3L	7235263	7235865	+	603	97	19	66	158	76	53
FBtr0273403	3L	7236900	7237622	-	723	209	62	126	351	228	196
FBtr0076834	3L	7239042	7240145	+	1104	483	1048	279	719	2225	2252
FBtr0345036	3L	7240303	7240757	-	455	0	0	0	0	0	0
FBtr0076892	3L	7240303	7240851	-	549	10	36	12	17	102	109
FBtr0333370	3L	7240303	7240819	-	517	0	0	0	0	0	0
FBtr0076835	3L	7242128	7243039	+	912	64	73	53	121	195	261
FBtr0333367	3L	7242317	7243039	+	723	0	0	0	0	0	0
FBtr0333369	3L	7245581	7248840	-	3260	37	47	28	74	189	116
FBtr0076890	3L	7245856	7248840	-	2985	0	0	0	0	0	0
FBtr0309299	3L	7250818	7263420	-	12603	2621	1201	1777	4987	4148	3787
FBtr0333368	3L	7266292	7312396	-	46105	224	56	139	396	216	121
FBtr0290001	3L	7268249	7312396	-	44148	0	0	0	0	0	0
FBtr0076837	3L	7320568	7321111	+	544	195	177	128	315	439	425
FBtr0076886	3L	7321199	7322647	-	1449	0	0	0	0	0	0
FBtr0076885	3L	7321199	7322911	-	1713	94	92	47	155	294	225
FBtr0076838	3L	7324119	7326155	+	2037	748	626	499	1582	1674	1589
FBtr0076884	3L	7326373	7328342	-	1970	36	56	21	42	175	176
FBtr0332734	3L	7326625	7328342	-	1718	0	0	0	0	0	0
FBtr0299692	3L	7329632	7333371	+	3740	1141	806	702	2112	2343	2192
FBtr0331507	3L	7333644	7334726	-	1083	310	323	221	605	1080	878
FBtr0100278	3L	7335542	7338488	-	2947	0	0	0	0	0	0
FBtr0076882	3L	7335542	7338840	-	3299	82	335	96	224	634	754
FBtr0076844	3L	7339766	7341793	+	2028	34	251	30	56	622	753
FBtr0076845	3L	7339964	7341793	+	1830	0	0	0	0	0	0
FBtr0076842	3L	7339964	7341700	+	1737	0	0	0	0	0	0
FBtr0076881	3L	7341984	7344683	-	2700	142	110	108	264	449	365
FBtr0332733	3L	7341984	7343884	-	1901	0	0	0	0	0	0
FBtr0332732	3L	7341984	7343445	-	1462	0	0	0	0	0	0
FBtr0076880	3L	7345798	7346623	-	826	354	159	216	668	579	498
FBtr0332729	3L	7348813	7353522	+	4710	1170	504	751	1982	1395	1273
FBtr0076878	3L	7353678	7356213	-	2536	1011	1033	704	2010	2827	2795
FBtr0273398	3L	7357375	7359763	-	2389	44	15	41	132	101	99
FBtr0273399	3L	7357375	7359616	-	2242	0	0	0	0	0	0
FBtr0076847	3L	7361061	7364266	+	3206	1229	964	1178	3036	4854	4522
FBtr0302548	3L	7364684	7368760	-	4077	372	409	283	674	1513	1442
FBtr0076873	3L	7366941	7368760	-	1820	0	0	0	0	0	0
FBtr0302546	3L	7366941	7367690	-	750	0	0	0	0	0	0
FBtr0076849	3L	7370343	7373611	+	3269	0	0	0	0	0	0
FBtr0302545	3L	7370343	7372683	+	2341	0	0	0	0	0	0
FBtr0302543	3L	7370840	7373611	+	2772	0	0	0	0	0	0
FBtr0332730	3L	7371300	7373611	+	2312	0	0	0	0	0	0
FBtr0076870	3L	7374150	7380974	-	6825	1516	1593	956	2605	5475	5280
FBtr0333404	3L	7382114	7385537	+	3424	59	192	56	125	513	588
FBtr0076851	3L	7382349	7385537	+	3189	0	0	0	0	0	0
FBtr0076869	3L	7385748	7386863	-	1116	0	0	0	0	0	0
FBtr0339402	3L	7385748	7387414	-	1667	191	278	137	307	729	672
FBtr0332724	3L	7391242	7395913	+	4672	43	24	26	91	49	38
FBtr0076852	3L	7391577	7395913	+	4337	0	0	0	0	0	0
FBtr0273419	3L	7396855	7398108	+	1254	254	64	217	538	199	97
FBtr0076854	3L	7398785	7399812	+	1028	416	86	268	726	214	117
FBtr0076855	3L	7400570	7401571	+	1002	303	56	189	558	221	123
FBtr0076868	3L	7402432	7403681	-	1250	65	18	36	116	71	25
FBtr0332725	3L	7402432	7403449	-	1018	0	0	0	0	0	0
FBtr0300248	3L	7424327	7454617	+	30291	5246	3055	3393	9285	8643	8166
FBtr0332800	3L	7432862	7434690	-	1829	0	0	0	0	0	0
FBtr0076867	3L	7433992	7434690	-	699	0	0	0	0	0	0
FBtr0346808	3L	7439654	7440233	-	580	0	0	0	0	0	0
FBtr0300362	3L	7439799	7440233	-	435	0	0	0	0	0	0
FBtr0076857	3L	7451353	7452059	+	707	0	0	0	0	0	0
FBtr0332797	3L	7456649	7458508	+	1860	415	75	291	740	282	210
FBtr0302559	3L	7466009	7468708	+	2700	222	49	164	394	192	105
FBtr0332799	3L	7467768	7468708	+	941	0	0	0	0	0	0
FBtr0076789	3L	7486467	7487818	+	1352	246	42	174	441	155	93
FBtr0332140	3L	7492364	7493384	+	1021	166	29	130	353	149	81
FBtr0076832	3L	7493657	7495679	-	2023	551	90	333	941	298	213
FBtr0332145	3L	7497311	7498331	-	1021	48	15	31	98	35	10
FBtr0076831	3L	7497370	7498171	-	802	0	0	0	0	0	0
FBtr0305073	3L	7511486	7517216	+	5731	1868	1985	1217	3079	4475	4306
FBtr0332144	3L	7519497	7527913	+	8417	135	387	98	253	379	399
FBtr0076793	3L	7519983	7527913	+	7931	0	0	0	0	0	0
FBtr0331835	3L	7529280	7538179	+	8900	0	0	0	0	0	0
FBtr0331834	3L	7529280	7539912	+	10633	465	450	276	811	1340	1095
FBtr0076795	3L	7532929	7538179	+	5251	0	0	0	0	0	0
FBtr0331838	3L	7533626	7538179	+	4554	0	0	0	0	0	0
FBtr0290223	3L	7555880	7559537	-	3658	735	179	544	1358	592	422
FBtr0331839	3L	7563110	7569399	+	6290	1560	288	933	2735	1035	747
FBtr0076801	3L	7583954	7587148	+	3195	828	148	582	1475	586	360
FBtr0076824	3L	7588708	7590498	-	1791	434	86	293	752	267	202
FBtr0089850	3L	7593591	7639473	+	45883	700	153	434	1226	650	448
FBtr0334064	3L	7597730	7639473	+	41744	0	0	0	0	0	0
FBtr0089849	3L	7605535	7639473	+	33939	0	0	0	0	0	0
FBtr0089851	3L	7633949	7639473	+	5525	0	0	0	0	0	0
FBtr0076806	3L	7651048	7759023	+	107976	3497	1812	2258	6071	5197	4712
FBtr0076821	3L	7651966	7654252	-	2287	0	0	0	0	0	0
FBtr0303114	3L	7655489	7713150	-	57662	0	0	0	0	0	0
FBtr0303112	3L	7655489	7715824	-	60336	0	0	0	0	0	0
FBtr0344223	3L	7655489	7717895	-	62407	0	0	0	0	0	0
FBtr0336853	3L	7658509	7695154	-	36646	0	0	0	0	0	0
FBtr0303118	3L	7696611	7713150	-	16540	0	0	0	0	0	0
FBtr0303119	3L	7704918	7713150	-	8233	0	0	0	0	0	0
FBtr0334061	3L	7704918	7717895	-	12978	0	0	0	0	0	0
FBtr0334062	3L	7709020	7713147	-	4128	0	0	0	0	0	0
FBtr0303120	3L	7709020	7717895	-	8876	0	0	0	0	0	0
FBtr0076808	3L	7719850	7721372	+	1523	0	0	0	0	0	0
FBtr0346912	3L	7719999	7725973	-	5975	0	0	0	0	0	0
FBtr0076814	3L	7721905	7725973	-	4069	0	0	0	0	0	0
FBtr0306682	3L	7727904	7731691	-	3788	0	0	0	0	0	0
FBtr0301205	3L	7733350	7742185	-	8836	0	0	0	0	0	0
FBtr0334649	3L	7733350	7742541	-	9192	0	0	0	0	0	0
FBtr0331171	3L	7747844	7749699	+	1856	0	0	0	0	0	0
FBtr0334644	3L	7747844	7750452	+	2609	0	0	0	0	0	0
FBtr0334059	3L	7757204	7759023	+	1820	0	0	0	0	0	0
FBtr0076811	3L	7760953	7763066	+	2114	11	1	10	24	7	3
FBtr0334646	3L	7761051	7763066	+	2016	0	0	0	0	0	0
FBtr0100225	3L	7761867	7763066	+	1200	0	0	0	0	0	0
FBtr0334648	3L	7763333	7766730	-	3398	0	0	0	0	0	0
FBtr0076785	3L	7763333	7775103	-	11771	0	0	0	0	0	0
FBtr0100132	3L	7764070	7775103	-	11034	0	0	0	0	0	0
FBtr0334647	3L	7764070	7766730	-	2661	0	0	0	0	0	0
FBtr0076788	3L	7767369	7767852	-	484	0	0	0	0	0	0
FBtr0304992	3L	7777205	7809325	-	32121	952	298	591	1647	1274	714
FBtr0076783	3L	7777952	7804175	-	26224	0	0	0	0	0	0
FBtr0306535	3L	7811558	7855048	-	43491	61	20	43	138	43	30
FBtr0346536	3L	7812015	7855048	-	43034	0	0	0	0	0	0
FBtr0332082	3L	7814437	7855048	-	40612	0	0	0	0	0	0
FBtr0300500	3L	7814437	7832573	-	18137	0	0	0	0	0	0
FBtr0332080	3L	7814437	7827518	-	13082	0	0	0	0	0	0
FBtr0332083	3L	7814437	7866869	-	52433	1696	548	1209	3307	1767	1295
FBtr0339897	3L	7869542	7894714	+	25173	4306	2380	2945	7770	7612	6124
FBtr0076747	3L	7895380	7895909	+	530	120	615	79	234	1693	1854
FBtr0076772	3L	7896209	7911454	-	15246	460	3951	302	802	10974	12149
FBtr0076774	3L	7896209	7903083	-	6875	0	0	0	0	0	0
FBtr0306647	3L	7896209	7898936	-	2728	0	0	0	0	0	0
FBtr0112817	3L	7896209	7908838	-	12630	0	0	0	0	0	0
FBtr0076748	3L	7912963	7913663	+	701	247	527	149	497	952	1214
FBtr0076770	3L	7913764	7914620	-	857	349	474	237	657	1236	1203
FBtr0345912	3L	7916750	7935620	-	18871	1666	1283	942	2504	4984	4051
FBtr0332792	3L	7926125	7935620	-	9496	0	0	0	0	0	0
FBtr0076769	3L	7926125	7933652	-	7528	0	0	0	0	0	0
FBtr0076768	3L	7926692	7935620	-	8929	0	0	0	0	0	0
FBtr0076751	3L	7948686	7951463	+	2778	615	403	487	1238	684	585
FBtr0076752	3L	7971088	7972349	+	1262	427	548	286	740	1264	1260
FBtr0076766	3L	7972549	7974491	-	1943	595	790	388	1190	2379	2287
FBtr0076753	3L	7976906	7977749	+	844	277	643	156	563	1392	1626
FBtr0076758	3L	7979546	8050233	+	70688	0	0	0	0	0	0
FBtr0076754	3L	7979546	8052569	+	73024	0	0	0	0	0	0
FBtr0333223	3L	7979546	8054047	+	74502	225	260	152	360	1073	731
FBtr0302329	3L	8054433	8055875	-	1443	0	0	0	0	0	0
FBtr0076745	3L	8054433	8058213	-	3781	493	160	291	794	450	415
FBtr0304998	3L	8064374	8108736	+	44363	1198	350	863	2102	1420	1060
FBtr0333948	3L	8071452	8108406	+	36955	0	0	0	0	0	0
FBtr0304993	3L	8074806	8108736	+	33931	0	0	0	0	0	0
FBtr0304996	3L	8077892	8108797	+	30906	3	0	2	8	12	13
FBtr0076738	3L	8087735	8091286	-	3552	0	0	0	0	0	0
FBtr0304997	3L	8097022	8108736	+	11715	0	0	0	0	0	0
FBtr0304995	3L	8097022	8108406	+	11385	0	0	0	0	0	0
FBtr0304994	3L	8101519	8108736	+	7218	0	0	0	0	0	0
FBtr0333949	3L	8110868	8113220	+	2353	0	0	0	0	0	0
FBtr0334615	3L	8110868	8113306	+	2439	14	16	8	20	53	28
