# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "gbc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.gbc.txt" "bam_dmel6/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel6/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.bam
FBtr0301036	2R	24664923	24665339	+	417	175	90	43	38	72	61	35	49	107	99	20	63
FBtr0072332	2R	24666258	24667843	-	1586	345	189	126	145	174	195	145	130	212	188	45	138
FBtr0072328	2R	24669897	24671205	+	1309	510	268	154	107	251	321	128	141	420	423	58	164
FBtr0072327	2R	24669897	24671477	+	1581	582	306	176	133	285	350	144	154	477	474	67	186
FBtr0304011	2R	24671394	24684590	-	13197	74	32	63	37	37	50	49	37	65	53	48	66
FBtr0304009	2R	24671394	24686877	-	15484	168	61	97	50	84	94	99	108	93	70	82	125
FBtr0273264	2R	24674776	24686877	-	12102	155	57	87	44	80	84	88	99	77	57	75	112
FBtr0304007	2R	24674776	24687684	-	12909	159	60	93	51	84	92	95	108	83	63	80	122
FBtr0304006	2R	24674776	24684590	-	9815	61	28	53	31	33	40	38	28	49	40	41	53
FBtr0072442	2R	24691522	24693886	-	2365	6	3	11	5	9	6	6	6	4	3	7	5
FBtr0331983	2R	24695478	24736157	-	40680	257	133	282	153	224	275	285	225	253	214	166	214
FBtr0100033	2R	24699045	24736157	-	37113	237	126	256	139	211	260	260	212	231	199	151	191
FBtr0072369	2R	24744249	24756876	+	12628	3068	1492	1076	1020	1311	1613	933	965	2329	2288	502	1201
FBtr0343495	2R	24744249	24756285	+	12037	2930	1425	1038	969	1259	1545	900	927	2208	2179	475	1144
FBtr0072370	2R	24757878	24760366	+	2489	63	29	37	14	31	41	33	21	32	32	25	38
FBtr0072371	2R	24761164	24762505	+	1342	12	6	10	9	13	9	6	7	15	6	5	6
FBtr0300130	2R	24763667	24766650	+	2984	181	87	123	120	105	151	102	112	133	128	81	132
FBtr0072436	2R	24766818	24767672	-	855	86	41	134	118	56	70	85	71	95	102	84	141
FBtr0305310	2R	24766844	24767672	-	829	86	41	134	114	55	70	85	71	95	101	84	138
FBtr0072434	2R	24768414	24774765	-	6352	737	375	614	596	376	419	480	444	655	640	245	701
FBtr0308684	2R	24770398	24774765	-	4368	543	266	426	438	267	293	329	327	459	439	178	486
FBtr0112777	2R	24775634	24779401	-	3768	213	104	356	266	142	143	196	181	191	237	144	334
FBtr0072429	2R	24781826	24783000	-	1175	60	36	41	49	20	18	34	29	37	54	27	69
FBtr0072375	2R	24784055	24785442	+	1388	82	38	114	93	38	55	72	69	78	78	40	114
FBtr0305672	2R	24785614	24786911	-	1298	146	75	136	136	56	64	90	76	81	93	39	140
FBtr0305671	2R	24788108	24792910	-	4803	30	9	26	15	11	17	24	13	18	14	15	14
FBtr0072425	2R	24795840	24796914	-	1075	144	90	167	125	84	87	97	100	151	133	87	221
FBtr0339275	2R	24799298	24799883	+	586	5	1	3	2	3	4	2	3	4	1	2	3
FBtr0345679	2R	24799298	24800676	+	1379	9	5	7	5	7	13	8	3	6	8	7	8
FBtr0072379	2R	24815322	24835567	+	20246	3579	1760	1714	1569	77	85	78	49	271	271	247	477
FBtr0300076	2R	24815322	24834502	+	19181	3460	1705	1633	1490	74	80	72	47	253	261	232	457
FBtr0072380	2R	24849494	24850100	+	607	3	0	2	0	2	2	3	0	1	3	3	2
FBtr0339096	2R	24870608	24871409	+	802	217	106	101	80	119	145	70	78	149	160	38	94
FBtr0072423	2R	24871507	24874412	-	2906	588	251	427	416	357	371	321	326	477	470	227	530
FBtr0339098	2R	24877191	24881121	+	3931	108	53	70	60	54	54	43	39	79	57	41	72
FBtr0339097	2R	24877191	24880188	+	2998	76	36	53	41	36	42	31	28	63	35	29	47
FBtr0301850	2R	24882070	24884287	+	2218	611	300	739	782	270	326	418	476	560	602	278	606
FBtr0301851	2R	24882070	24888515	+	6446	1370	683	1929	1871	647	828	1079	1102	1243	1392	644	1538
FBtr0301849	2R	24882070	24886845	+	4776	1101	538	1432	1430	504	640	823	849	980	1101	503	1128
FBtr0305056	2R	24883347	24888515	+	5169	879	444	1390	1263	450	588	781	723	790	912	422	1087
FBtr0072420	2R	24888728	24890523	-	1796	10	6	18	8	5	7	6	8	13	11	12	14
FBtr0308346	2R	24892114	24920165	+	28052	546	341	1141	1095	358	440	851	879	586	558	542	1125
FBtr0308345	2R	24892114	24921577	+	29464	564	353	1181	1138	375	464	883	914	601	584	558	1185
FBtr0304800	2R	24898002	24900234	-	2233	72	35	125	91	77	98	136	130	85	84	77	167
FBtr0114563	2R	24898773	24899405	+	633	4	2	6	9	4	7	7	4	4	3	4	14
FBtr0308344	2R	24904617	24920165	+	15549	340	203	865	855	230	254	567	582	399	374	364	860
FBtr0072417	2R	24921605	24927775	-	6171	32	25	32	23	15	25	18	20	30	18	14	16
FBtr0333814	2R	24921605	24923096	-	1492	14	15	12	4	5	11	4	7	13	9	5	5
FBtr0072413	2R	24928847	24936977	-	8131	74	53	70	42	28	40	29	27	49	38	37	49
FBtr0309244	2R	24928847	24935835	-	6989	65	46	65	35	25	28	26	25	45	37	32	47
FBtr0300957	2R	24930167	24935835	-	5669	59	43	52	27	22	23	21	22	40	35	27	38
FBtr0072414	2R	24930167	24936977	-	6811	68	50	57	34	25	35	24	24	44	36	32	40
FBtr0072415	2R	24931807	24936977	-	5171	33	28	42	29	21	25	17	15	31	19	20	25
FBtr0072416	2R	24931807	24935835	-	4029	24	21	37	22	18	13	14	13	27	18	15	23
FBtr0309242	2R	24938681	24939669	+	989	232	117	207	153	140	189	148	181	190	178	74	210
FBtr0072392	2R	24938872	24939583	+	712	168	92	142	107	92	141	95	133	130	121	56	135
FBtr0072391	2R	24938872	24939669	+	798	174	96	152	114	99	151	107	145	141	131	57	155
FBtr0100389	2R	24940725	24941620	-	896	14	15	20	16	10	17	19	24	10	18	15	14
FBtr0072411	2R	24940725	24941913	-	1189	19	20	37	26	13	20	26	32	17	19	18	20
FBtr0343512	2R	24943492	24944701	-	1210	78	41	71	54	36	49	26	39	61	67	35	85
FBtr0072410	2R	24943492	24944100	-	609	23	19	22	12	14	23	6	12	25	25	9	20
FBtr0072393	2R	24945639	24946536	+	898	14	14	7	11	13	10	12	12	14	13	3	13
FBtr0072409	2R	24946661	24947878	-	1218	211	100	156	139	133	153	160	130	168	180	83	208
FBtr0300763	2R	24949145	24954381	+	5237	22	15	20	14	15	14	15	13	26	11	14	22
FBtr0343503	2R	24949145	24955078	+	5934	27	18	20	15	15	18	17	14	28	14	19	25
FBtr0345514	2R	24949145	24955577	+	6433	30	19	27	17	17	28	22	16	31	19	28	29
FBtr0113118	2R	24959941	24962090	-	2150	247	118	201	186	132	162	183	177	187	183	98	233
FBtr0113119	2R	24959941	24962748	-	2808	313	149	241	236	166	199	219	227	222	229	135	311
FBtr0308687	2R	24959941	24964576	-	4636	598	292	437	426	301	350	424	433	401	396	228	524
FBtr0113375	2R	24965375	24966798	-	1424	39	28	22	25	23	12	10	14	25	37	12	48
FBtr0113376	2R	24965375	24966657	-	1283	35	26	21	24	17	9	8	13	22	30	5	43
FBtr0072405	2R	24967977	24969047	-	1071	225	105	492	481	186	259	445	417	249	249	242	409
FBtr0072406	2R	24968545	24969009	-	465	127	49	274	234	113	160	236	207	124	120	119	196
FBtr0343504	2R	24970178	24970755	+	578	68	43	51	47	36	59	41	50	70	58	32	72
FBtr0072395	2R	24970311	24970755	+	445	57	35	36	36	30	42	31	36	56	38	22	57
FBtr0072404	2R	24970943	24971345	-	403	12	5	2	2	2	1	4	4	7	2	2	9
FBtr0343510	2R	24970943	24971517	-	575	13	5	2	5	3	2	4	4	7	2	2	10
FBtr0343509	2R	24970943	24972707	-	1765	46	17	14	13	13	13	13	12	19	18	8	27
FBtr0072403	2R	24973531	24974841	-	1311	17	10	16	9	7	9	6	5	8	15	4	16
FBtr0072400	2R	24976556	24984294	-	7739	228	128	252	271	157	152	148	149	207	206	170	341
FBtr0343507	2R	24976705	24980658	-	3954	58	43	82	74	46	44	46	39	63	52	41	64
FBtr0072401	2R	24976705	24984294	-	7590	227	127	251	270	156	150	145	148	204	205	168	339
FBtr0343508	2R	24976705	24985570	-	8866	309	166	402	380	220	213	236	221	323	306	239	530
FBtr0072402	2R	24976705	24982704	-	6000	131	80	163	170	92	95	89	93	134	117	80	165
FBtr0072396	2R	24986544	24990389	+	3846	86	47	293	237	82	92	233	262	135	142	196	480
FBtr0343506	2R	24988283	24990389	+	2107	44	19	152	123	33	43	116	116	65	80	106	240
FBtr0072398	2R	24990670	25010963	-	20294	10262	4659	3641	3736	4796	5712	2856	3093	7181	7276	1703	3962
FBtr0306576	2R	24991048	25010963	-	19916	10105	4570	3584	3632	4709	5640	2804	3033	7024	7122	1672	3886
FBtr0302574	2R	24991048	25010708	-	19661	9811	4459	3520	3571	4598	5547	2758	2956	6891	6982	1640	3806
FBtr0302572	2R	24991048	25011465	-	20418	14143	7177	5822	6674	7053	8345	5945	6112	10068	9831	3063	7061
FBtr0345678	2R	25012562	25031637	+	19076	1542	681	1182	1166	348	453	596	648	718	772	495	1199
FBtr0072397	2R	25012562	25029986	+	17425	1402	591	1066	1056	313	420	533	596	650	710	441	1091
FBtr0110861	2R	25032877	25039889	+	7013	48	21	40	23	35	34	30	40	19	19	30	36
FBtr0290092	2R	25032877	25040277	+	7401	48	21	41	23	36	34	30	41	19	19	31	36
FBtr0072461	2R	25040483	25051831	-	11349	50	25	51	48	117	158	412	442	141	121	276	650
FBtr0072444	2R	25062464	25064543	+	2080	35	35	178	152	431	602	1166	1467	685	707	734	1880
FBtr0306330	2R	25072727	25083847	-	11121	298	139	80	70	87	114	125	125	256	223	42	79
FBtr0300178	2R	25073769	25083847	-	10079	234	97	68	64	63	81	108	103	218	185	36	71
FBtr0100126	2R	25085880	25098692	-	12813	16041	7779	656	632	848	913	144	115	7053	6699	158	284
FBtr0072458	2R	25085880	25097786	-	11907	13836	6241	556	536	659	683	128	99	5495	5390	107	198
FBtr0330231	2R	25086512	25098692	-	12181	15597	7572	632	607	813	888	140	110	6887	6530	153	277
FBtr0343605	2R	25086512	25139127	-	52616	16551	8126	939	810	1003	1110	305	235	7296	6886	344	493
FBtr0299878	2R	25168159	25169755	+	1597	11	8	6	8	4	4	5	3	5	5	7	4
FBtr0333174	2R	25175226	25176215	-	990	5	1	9	4	3	5	5	1	2	3	1	2
FBtr0072454	2R	25175553	25176215	-	663	1	0	6	0	1	4	3	0	2	3	1	2
FBtr0333173	2R	25183728	25188308	-	4581	30	23	27	19	17	30	30	25	30	32	24	38
FBtr0333170	2R	25185226	25188308	-	3083	23	20	18	15	15	21	25	17	16	26	16	29
FBtr0333172	2R	25185226	25254818	-	69593	570	323	463	328	338	362	373	315	462	441	294	477
FBtr0333171	2R	25185226	25189624	-	4399	67	41	37	33	52	55	66	61	59	57	37	77
FBtr0333162	2R	25227111	25231294	+	4184	4659	2199	1039	896	2061	2549	1407	1575	3853	3984	1534	3580
FBtr0072449	2R	25227111	25229419	+	2309	4097	1874	747	618	1844	2278	1158	1286	3258	3381	1171	2863
FBtr0072450	2R	25246967	25247484	+	518	1	0	2	1	0	0	2	1	2	1	5	3
FBtr0091660	2R	25249107	25249816	-	710	0	1	2	1	0	1	1	0	2	2	2	0
FBtr0343515	2R	25252427	25254435	+	2009	117	60	123	115	108	149	141	187	111	123	100	154
FBtr0072451	2R	25253814	25254435	+	622	43	20	51	45	38	55	38	64	49	37	28	77
FBtr0329896	3L	22928	26208	+	3281	689	368	640	632	9	6	8	5	332	307	165	404
FBtr0072462	3L	24673	26208	+	1536	239	131	268	238	5	2	3	1	120	120	61	173
FBtr0072463	3L	66930	68895	+	1966	67	40	27	15	18	21	5	4	77	62	8	10
FBtr0305595	3L	74045	74832	-	788	7	8	7	4	4	5	7	2	12	5	4	3
FBtr0072464	3L	129950	144542	+	14593	2115	1163	3112	3146	1984	2257	2448	2513	2794	2910	1698	4161
FBtr0333218	3L	129950	145795	+	15846	2316	1280	3434	3570	2175	2460	2682	2763	3067	3227	1889	4633
FBtr0072465	3L	132312	144542	+	12231	1773	969	2694	2714	1621	1854	1879	1991	2318	2492	1420	3524
FBtr0072466	3L	132312	145193	+	12882	1876	1020	2845	2887	1718	1948	1985	2091	2435	2642	1504	3724
FBtr0072468	3L	133233	143954	+	10722	1644	873	2444	2445	1477	1687	1689	1826	2117	2276	1283	3229
FBtr0072469	3L	141566	143954	+	2389	326	190	609	541	316	375	385	417	448	427	325	738
FBtr0072471	3L	141755	145193	+	3439	464	263	817	803	446	499	537	553	611	627	453	1018
FBtr0072470	3L	142056	145193	+	3138	433	239	743	748	405	462	492	506	559	583	416	932
FBtr0273353	3L	146933	148956	+	2024	64	44	169	156	54	71	111	134	62	88	73	169
FBtr0072538	3L	149779	152089	-	2311	22	17	24	21	13	11	13	13	13	12	7	13
FBtr0299864	3L	153384	174417	+	21034	1715	1219	2963	3236	1703	2190	3030	3810	1588	1637	1298	2666
FBtr0301889	3L	161304	174417	+	13114	436	240	1374	1350	412	486	1334	1431	385	381	439	1029
FBtr0299865	3L	172241	174417	+	2177	78	56	260	251	95	90	258	261	73	74	73	199
FBtr0072537	3L	175212	175728	-	517	76	47	101	74	44	34	35	35	77	74	33	63
FBtr0301890	3L	176406	178135	-	1730	48	23	86	65	46	46	35	26	58	61	22	37
FBtr0334069	3L	176602	178463	-	1862	58	23	97	65	49	53	42	29	68	68	24	43
FBtr0072534	3L	176602	178135	-	1534	47	22	86	57	45	46	35	26	53	60	21	36
FBtr0334068	3L	180423	182435	+	2013	15	7	19	11	16	20	18	15	16	8	11	9
FBtr0072476	3L	180792	182435	+	1644	14	6	18	10	13	18	16	13	15	7	11	8
FBtr0110975	3L	182622	183924	-	1303	305	150	249	196	219	237	177	175	231	273	91	219
FBtr0344024	3L	182622	184040	-	1419	337	163	283	206	235	257	199	202	268	298	100	239
FBtr0072478	3L	185126	186196	+	1071	317	165	146	114	196	217	158	146	242	246	59	137
FBtr0305545	3L	185126	186210	+	1085	318	165	147	115	197	218	159	146	242	247	59	137
FBtr0072532	3L	187307	199262	-	11956	3365	1514	1644	1508	1710	2110	1422	1439	2486	2429	829	2256
FBtr0305548	3L	188086	199262	-	11177	3181	1424	1548	1414	1629	1995	1332	1356	2325	2250	762	2121
FBtr0072481	3L	200674	202052	+	1379	419	234	323	259	273	315	283	284	314	316	141	320
FBtr0072530	3L	202198	205309	-	3112	122	66	169	129	86	96	89	92	137	103	77	179
FBtr0072529	3L	202205	205344	-	3140	124	67	174	129	86	96	89	94	137	106	78	180
FBtr0072483	3L	204230	205209	+	980	140	75	132	105	75	90	70	84	114	96	61	99
FBtr0072484	3L	206634	207427	+	794	258	120	76	70	88	99	28	47	115	119	42	65
FBtr0344842	3L	207284	210957	-	3674	206	99	378	339	154	208	286	282	262	237	185	434
FBtr0331407	3L	207987	210957	-	2971	153	70	316	283	134	164	246	234	199	177	150	362
FBtr0072527	3L	211736	212187	-	452	106	56	155	96	81	110	121	116	83	106	48	121
FBtr0072486	3L	213209	216379	+	3171	236	107	279	255	157	194	236	250	209	228	167	363
FBtr0100851	3L	217125	217958	+	834	150	90	48	49	62	76	34	45	90	100	20	59
FBtr0072493	3L	217192	217958	+	767	147	89	43	43	60	75	28	41	88	97	18	55
FBtr0072525	3L	218032	220221	-	2190	86	48	52	36	41	55	26	25	54	67	35	59
FBtr0072524	3L	218032	222569	-	4538	148	88	77	68	81	104	43	42	117	133	56	88
FBtr0345592	3L	224352	225505	+	1154	1825	1140	1587	1477	1326	1686	1378	1383	1788	1982	792	1784
FBtr0072499	3L	224606	225505	+	900	1354	871	1193	1135	936	1217	1001	999	1266	1469	574	1334
FBtr0332103	3L	234026	246412	-	12387	3939	1836	3392	3283	2131	2528	2990	3106	3067	3111	1731	4048
FBtr0072523	3L	238423	246412	-	7990	3229	1460	2623	2534	1731	2046	2325	2424	2394	2413	1310	3127
FBtr0072501	3L	247991	250205	+	2215	445	277	177	170	187	186	155	175	326	347	96	195
FBtr0305325	3L	250329	257454	-	7126	805	379	564	541	455	525	440	439	661	751	312	689
FBtr0332107	3L	259143	263880	-	4738	2233	1181	2112	2033	1445	1697	1848	2042	2084	1907	929	2176
FBtr0072519	3L	259395	263880	-	4486	2148	1140	2037	1939	1389	1643	1787	1971	2010	1816	884	2097
FBtr0310415	3L	265279	265832	+	554	45	29	47	32	21	41	55	58	44	36	23	58
FBtr0310416	3L	267799	270236	+	2438	339	234	550	728	104	108	221	249	223	216	188	447
FBtr0072505	3L	268264	270236	+	1973	28	17	101	77	25	22	49	55	34	39	25	88
FBtr0072518	3L	271520	272891	-	1372	59	30	38	37	25	23	33	51	29	37	22	62
FBtr0332839	3L	271700	274918	+	3219	669	428	830	828	326	403	634	736	638	686	560	1139
FBtr0072506	3L	272138	274918	+	2781	173	77	441	328	108	170	302	302	217	249	223	540
FBtr0332838	3L	273844	274918	+	1075	45	19	103	89	23	44	54	76	52	72	58	150
FBtr0072507	3L	275655	276567	+	913	60	33	180	157	29	42	89	90	87	86	98	236
FBtr0333962	3L	277937	305192	+	27256	7729	5104	7225	8638	5437	6587	6023	7916	8126	8009	4329	10419
FBtr0333961	3L	277937	303996	+	26060	7448	4974	6872	8216	5205	6315	5730	7645	7721	7606	4097	9939
FBtr0333958	3L	293192	303996	+	10805	6552	4354	6062	7417	4614	5554	4887	6586	6869	6807	3427	8649
FBtr0333956	3L	298302	304215	+	5914	1721	926	2246	2283	1577	1953	1614	1712	2381	2537	1146	2748
FBtr0333952	3L	298302	305192	+	6891	1953	1039	2545	2641	1768	2179	1859	1924	2713	2872	1336	3125
FBtr0333953	3L	301070	303996	+	2927	749	444	1083	1170	779	986	824	841	1129	1265	575	1429
FBtr0333955	3L	301070	303908	+	2839	744	431	1054	1153	764	959	801	826	1121	1243	552	1412
FBtr0333960	3L	301083	303996	+	2914	748	444	1082	1170	778	986	824	840	1128	1263	574	1428
FBtr0333957	3L	301086	303996	+	2911	748	443	1081	1169	778	986	823	840	1125	1262	574	1428
FBtr0474147	3L	305493	319384	-	13892	3911	1731	2288	2340	2557	2909	2672	2743	3256	3282	1033	2440
FBtr0332841	3L	306326	319384	-	13059	3750	1679	2175	2214	2447	2811	2549	2605	3107	3130	964	2318
FBtr0072517	3L	306326	311142	-	4817	1359	592	809	833	905	1015	1015	975	1163	1141	346	905
FBtr0072576	3L	321333	324220	-	2888	557	291	541	546	410	464	597	619	523	471	138	437
FBtr0332840	3L	325085	327269	-	2185	196	119	206	175	135	154	170	201	155	156	119	267
FBtr0299831	3L	325085	327492	-	2408	213	131	222	197	159	167	190	230	172	168	129	292
FBtr0306560	3L	328597	355950	+	27354	4476	2179	1869	1828	2112	2267	1626	1765	2798	2799	673	1677
FBtr0072574	3L	329922	331809	-	1888	4	1	6	7	4	4	3	6	2	8	5	12
FBtr0333903	3L	332901	338516	-	5616	73	32	107	54	24	42	40	36	77	50	25	95
FBtr0333904	3L	332901	342415	-	9515	566	283	275	212	221	288	174	219	273	237	110	249
FBtr0306566	3L	332901	340888	-	7988	141	71	164	134	46	82	92	110	103	77	52	146
FBtr0306564	3L	333416	338516	-	5101	67	31	103	52	21	41	39	34	73	49	21	91
FBtr0306565	3L	334359	340888	-	6530	131	67	156	130	41	77	88	104	94	72	46	133
FBtr0072572	3L	334758	342415	-	7658	553	279	262	206	216	283	168	212	262	232	104	231
FBtr0072571	3L	343478	346457	-	2980	140	88	72	46	49	36	35	32	66	46	15	31
FBtr0306562	3L	347959	355950	+	7992	2330	1111	1232	1137	1160	1379	765	817	1611	1740	372	944
FBtr0306561	3L	347959	355639	+	7681	2220	1042	1176	1079	1097	1306	723	777	1545	1646	357	893
FBtr0306559	3L	351575	355639	+	4065	1368	676	697	659	665	741	423	490	931	1006	198	527
FBtr0072546	3L	356922	357564	+	643	15	4	10	5	10	15	10	6	14	10	4	8
FBtr0072569	3L	357951	360883	-	2933	666	343	343	301	392	460	291	336	528	494	168	443
FBtr0300727	3L	357951	360756	-	2806	647	331	327	292	368	441	286	321	509	481	162	432
FBtr0072548	3L	361972	365581	+	3610	581	283	221	209	320	325	165	197	427	445	93	275
FBtr0304122	3L	366624	392133	-	25510	2073	1589	653	764	1343	1487	910	1323	2470	2236	1201	2403
FBtr0333902	3L	366624	376816	-	10193	83	37	71	75	56	82	153	101	268	284	457	1058
FBtr0110818	3L	434183	540114	-	105932	15345	8606	13062	13700	10610	12166	12665	14419	15472	14605	7907	17765
FBtr0333852	3L	434399	447632	-	13234	1333	715	1850	1918	1282	1466	1826	1978	1597	1653	1074	2833
FBtr0333850	3L	434399	540114	-	105716	15333	8593	13038	13676	10597	12146	12650	14400	15444	14580	7892	17724
FBtr0112807	3L	434399	440596	-	6198	507	303	849	878	556	645	852	905	712	733	517	1320
FBtr0343527	3L	434399	437274	-	2876	257	172	423	467	261	320	420	479	366	378	249	700
FBtr0333851	3L	434399	490323	-	55925	6060	3120	7283	7181	5754	6724	7131	7836	7044	7261	4239	10479
FBtr0343526	3L	442679	490323	-	47645	5189	2641	6118	5904	4944	5813	5924	6556	6010	6193	3524	8608
FBtr0112808	3L	442679	540114	-	97436	14462	8114	11873	12399	9787	11235	11443	13120	14410	13512	7177	15853
FBtr0072550	3L	541351	542047	+	697	153	86	93	75	90	129	82	68	148	128	50	104
FBtr0331785	3L	541438	542047	+	610	132	76	85	68	75	108	71	65	134	106	46	93
FBtr0072551	3L	543560	575947	+	32388	5652	3156	4001	3819	3659	4068	3437	3586	4842	4900	1925	4709
FBtr0072552	3L	546559	580999	+	34441	5357	3014	4048	3893	3554	3903	3463	3614	4750	4812	1953	4837
FBtr0331786	3L	569826	575947	+	6122	828	445	863	755	754	829	766	772	995	943	389	1090
FBtr0072553	3L	581837	582710	+	874	3	5	11	10	4	6	7	8	10	6	8	26
FBtr0072563	3L	582924	588774	-	5851	33	23	34	14	57	68	121	98	22	23	14	22
FBtr0072554	3L	593746	599139	+	5394	1563	767	705	699	929	952	645	686	1251	1226	365	936
FBtr0072562	3L	599194	603508	-	4315	23	18	38	22	18	17	34	26	29	30	55	133
FBtr0072561	3L	605265	606069	-	805	2	0	7	6	3	5	3	2	0	1	1	3
FBtr0344867	3L	620795	621816	-	1022	14	9	11	7	6	8	15	11	13	17	11	14
FBtr0072556	3L	649055	651211	+	2157	136	80	210	189	143	184	277	269	208	212	192	360
FBtr0306917	3L	649274	651211	+	1938	120	73	177	169	128	158	237	243	185	188	159	319
FBtr0072559	3L	651642	652381	-	740	252	97	118	149	117	158	142	144	159	178	69	168
FBtr0072558	3L	653087	653589	-	503	225	136	101	83	118	159	68	67	159	143	44	104
FBtr0072557	3L	654863	657871	+	3009	145	68	113	93	72	114	70	68	142	136	57	136
FBtr0072613	3L	677979	679826	-	1848	443	206	235	214	113	134	66	82	278	281	110	244
FBtr0333379	3L	680536	681561	-	1026	195	83	80	80	84	100	81	84	129	132	47	110
FBtr0072611	3L	680762	681693	-	932	282	130	79	74	115	128	74	82	145	143	43	90
FBtr0333377	3L	680762	681819	-	1058	640	329	118	139	171	193	86	104	206	215	48	105
FBtr0333378	3L	680762	681970	-	1209	702	365	147	168	202	224	109	133	258	279	66	150
FBtr0072610	3L	682985	685049	-	2065	69	37	96	77	56	75	130	126	60	67	40	106
FBtr0072609	3L	686042	687458	-	1417	10	5	7	9	7	8	10	6	6	7	2	5
FBtr0072608	3L	688623	689581	-	959	29	8	18	14	12	7	12	13	12	9	4	13
FBtr0330078	3L	691017	691851	+	835	107	76	38	32	65	71	38	27	89	115	21	58
FBtr0072607	3L	691586	692419	-	834	240	117	136	143	122	124	117	97	181	182	68	169
FBtr0072606	3L	693183	698644	-	5462	862	490	1582	1355	501	601	237	216	953	1016	177	462
FBtr0072605	3L	706048	707705	-	1658	125	61	318	294	100	114	210	188	114	157	90	274
FBtr0072604	3L	708701	709861	-	1161	16	4	15	22	5	6	12	13	8	8	6	23
FBtr0072603	3L	708758	709842	-	1085	15	3	14	19	3	4	11	12	7	6	6	20
FBtr0346537	3L	708758	710107	-	1350	27	11	36	31	18	14	19	17	22	13	9	31
FBtr0290220	3L	710920	711350	-	431	37	22	123	95	32	45	59	56	25	31	26	65
FBtr0072601	3L	737780	738849	-	1070	32	25	23	22	14	13	14	12	13	11	2	11
FBtr0331769	3L	737780	754989	-	17210	1983	1314	1081	753	1459	2177	1000	1005	2101	2392	626	996
FBtr0072578	3L	749900	753392	+	3493	6115	3180	7058	7721	2641	3193	2951	3208	2224	2580	1522	3510
FBtr0072597	3L	826820	832885	-	6066	4971	2326	2363	2474	2694	3117	2424	2544	4027	3903	912	2218
FBtr0301252	3L	834593	835415	+	823	416	207	93	87	212	227	77	85	273	294	53	146
FBtr0301253	3L	836183	836670	+	488	133	62	49	65	64	58	51	60	99	118	39	94
FBtr0331403	3L	836767	837321	-	555	33	17	28	17	14	25	17	13	37	25	6	28
FBtr0304797	3L	838361	839647	+	1287	281	139	168	191	160	207	174	191	260	222	87	207
FBtr0345588	3L	838361	839831	+	1471	323	166	193	212	187	235	192	214	288	256	100	242
FBtr0300712	3L	840080	840860	-	781	27	16	22	9	10	9	7	10	25	18	8	26
FBtr0344991	3L	841951	843369	+	1419	44	22	25	29	25	24	15	11	37	35	11	21
FBtr0072585	3L	841951	843601	+	1651	49	24	25	29	27	24	16	12	38	39	14	23
FBtr0332752	3L	844426	850980	+	6555	58	36	43	28	39	38	24	22	96	66	29	43
FBtr0072586	3L	844768	850980	+	6213	56	34	41	26	37	32	23	21	91	63	26	42
FBtr0072587	3L	851846	852573	+	728	24	14	19	17	7	21	33	26	17	23	12	34
FBtr0072594	3L	852820	856748	-	3929	30	13	26	15	8	21	15	17	24	27	14	26
