# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/zld.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/zld.featureCount.count.tab.txt" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep2.dm6.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep2.dm6.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region4113	chr3R	5038661	5039581	.	921	2446	5564	2856	9088	143	238	361	416	17	63	60	184	132
Region4114	chr3R	5043354	5043720	.	367	309	755	318	513	56	86	150	174	11	25	11	62	63
Region4115	chr3R	5055813	5056790	.	978	1094	1783	1105	2724	127	203	444	403	21	66	45	179	113
Region4116	chr3R	5060696	5060870	.	175	131	322	283	365	47	62	86	138	7	24	8	51	28
Region4117	chr3R	5072528	5072788	.	261	271	351	346	417	72	89	225	274	5	30	28	54	56
Region4118	chr3R	5076475	5076921	.	447	366	846	799	1445	70	104	224	240	10	34	23	86	49
Region4119	chr3R	5085510	5085900	.	391	397	291	554	864	55	72	338	49	5	23	14	57	41
Region4120	chr3R	5089404	5089859	.	456	467	966	214	412	72	113	211	154	7	38	24	87	62
Region4121	chr3R	5090079	5090767	.	689	1173	2322	1212	2781	100	170	316	257	9	48	29	148	96
Region4122	chr3R	5094381	5094802	.	422	345	605	462	962	52	94	179	196	18	25	22	95	56
Region4123	chr3R	5101205	5101375	.	171	116	228	208	396	34	52	69	68	7	20	9	34	26
Region4124	chr3R	5102231	5102860	.	630	181	158	437	1101	94	149	303	270	15	47	29	108	81
Region4125	chr3R	5109613	5110346	.	734	1794	3344	2879	8993	93	187	319	306	16	54	26	153	78
Region4126	chr3R	5112947	5114464	.	1518	557	1049	1771	4369	215	320	583	566	31	119	67	299	199
Region4127	chr3R	5120406	5120909	.	504	577	1404	704	1398	83	114	262	245	28	50	33	117	79
Region4128	chr3R	5122899	5123251	.	353	278	400	292	526	55	78	170	155	9	33	17	60	52
Region4129	chr3R	5124974	5125421	.	448	723	1134	364	765	48	105	214	151	5	41	22	71	43
Region4130	chr3R	5125683	5126263	.	581	951	1859	708	1377	87	178	273	311	18	48	32	104	78
Region4131	chr3R	5126961	5127230	.	270	699	810	1045	587	59	104	63	98	3	20	9	69	31
Region4132	chr3R	5127937	5128298	.	362	370	551	606	563	69	118	142	138	13	28	15	58	42
Region4133	chr3R	5150556	5151012	.	457	552	1202	842	1304	59	88	197	202	7	34	31	119	63
Region4134	chr3R	5211351	5213098	.	1748	2398	4571	2785	8147	229	433	681	684	47	141	106	367	220
Region4135	chr3R	5217252	5217652	.	401	1198	1569	1881	1390	66	128	191	164	12	35	16	94	65
Region4136	chr3R	5219523	5219748	.	226	195	317	331	285	42	77	94	105	6	14	17	46	29
Region4137	chr3R	5231993	5232720	.	728	1043	1102	1822	1017	126	196	281	327	13	66	43	131	100
Region4138	chr3R	5240765	5241153	.	389	325	587	203	529	55	78	163	211	6	31	17	59	55
Region4139	chr3R	5251384	5251878	.	495	412	698	630	889	90	153	257	214	20	40	32	100	75
Region4140	chr3R	5263320	5263539	.	220	211	266	150	385	34	55	140	87	1	23	15	55	31
Region4141	chr3R	5263932	5265079	.	1148	1595	2599	2667	3067	162	288	493	516	34	88	45	249	151
Region4142	chr3R	5297350	5297691	.	342	306	508	605	429	48	89	87	123	7	24	11	72	41
Region4143	chr3R	5299075	5299303	.	229	440	454	646	273	54	75	59	80	8	8	10	43	15
Region4144	chr3R	5300706	5300880	.	175	237	203	279	172	33	48	99	79	1	8	12	31	33
Region4145	chr3R	5327887	5328312	.	426	346	805	779	1635	71	105	87	132	5	29	15	76	55
Region4146	chr3R	5332009	5332298	.	290	233	424	358	590	51	74	124	122	4	21	12	59	43
Region4147	chr3R	5358073	5358337	.	265	450	527	758	517	57	69	83	82	8	17	14	55	27
Region4148	chr3R	5367675	5368542	.	868	985	1360	1750	1559	122	225	434	445	29	54	54	199	135
Region4149	chr3R	5371613	5371922	.	310	623	771	875	643	48	84	140	148	11	26	11	71	46
Region4150	chr3R	5393754	5394174	.	421	512	699	866	729	69	126	160	167	8	29	17	59	45
Region4151	chr3R	5404054	5404338	.	285	208	300	397	518	44	73	130	123	4	16	12	56	31
Region4152	chr3R	5438836	5439090	.	255	331	401	283	243	45	75	44	64	8	14	1	37	22
Region4153	chr3R	5463238	5463484	.	247	377	484	616	446	39	79	83	96	10	14	10	50	32
Region4154	chr3R	5464567	5464871	.	305	430	648	672	557	57	91	122	109	8	28	12	48	37
Region4155	chr3R	5470772	5471046	.	275	526	569	1035	498	56	71	71	52	5	17	9	34	28
Region4156	chr3R	5474426	5475041	.	616	1050	1097	2375	1204	80	154	201	227	14	46	27	99	73
Region4157	chr3R	5483683	5483991	.	309	209	315	377	421	48	85	138	84	5	35	10	64	39
Region4158	chr3R	5516575	5517575	.	1001	864	1379	1452	1219	142	254	394	378	22	71	39	155	139
Region4159	chr3R	5547621	5547932	.	312	383	567	737	618	59	90	137	144	15	16	14	68	36
Region4160	chr3R	5563549	5563764	.	216	208	291	366	267	45	60	85	96	9	12	11	41	33
Region4161	chr3R	5564775	5564969	.	195	225	259	384	235	25	67	59	61	4	8	8	40	22
Region4162	chr3R	5568765	5569027	.	263	427	587	738	372	48	83	99	97	10	24	14	56	33
Region4163	chr3R	5591649	5591833	.	185	176	247	303	271	28	61	60	69	4	19	7	54	34
Region4164	chr3R	5612072	5613187	.	1116	825	1491	1362	1758	124	297	576	513	23	78	62	267	144
Region4165	chr3R	5637181	5637499	.	319	312	549	576	613	62	75	149	113	6	21	13	76	36
Region4166	chr3R	5648275	5648851	.	577	388	594	579	801	98	147	215	275	23	34	28	134	75
Region4167	chr3R	5654662	5654998	.	337	440	686	672	745	48	105	182	193	13	19	27	93	43
Region4168	chr3R	5658969	5659363	.	395	344	501	345	643	68	111	183	181	6	22	22	125	65
Region4169	chr3R	5670899	5671118	.	220	163	365	221	363	37	59	106	119	5	19	20	67	43
Region4170	chr3R	5671828	5672863	.	1036	987	1821	1913	3725	145	264	409	415	32	69	42	251	152
Region4171	chr3R	5684549	5684808	.	260	309	447	161	294	49	72	148	131	11	16	20	51	41
Region4172	chr3R	5685289	5685963	.	675	699	930	901	733	100	138	267	247	16	44	17	111	79
Region4173	chr3R	5716737	5717246	.	510	184	397	370	957	74	115	143	124	9	22	14	75	55
Region4174	chr3R	5720147	5721321	.	1175	431	828	1232	3293	160	255	400	384	22	98	46	181	133
Region4175	chr3R	5727705	5728397	.	693	317	621	879	2186	93	190	297	293	15	56	43	120	83
Region4176	chr3R	5733159	5733564	.	406	249	442	443	302	75	108	84	99	12	12	11	42	39
Region4177	chr3R	5736622	5736914	.	293	228	396	255	273	42	86	80	116	7	19	10	63	29
Region4178	chr3R	5742118	5742886	.	769	693	814	1238	976	124	190	361	303	23	53	40	164	81
Region4179	chr3R	5754720	5754902	.	183	164	267	305	221	41	73	47	49	4	6	14	45	24
Region4180	chr3R	5758878	5759109	.	232	196	258	337	287	43	67	79	86	0	13	8	54	36
Region4181	chr3R	5778772	5779451	.	680	650	879	803	636	94	156	183	184	11	43	36	98	71
Region4182	chr3R	5788991	5789214	.	224	265	279	368	221	35	60	84	117	2	13	10	47	34
Region4183	chr3R	5794576	5794859	.	284	330	439	535	420	46	91	101	94	4	20	6	56	35
Region4184	chr3R	5795416	5796011	.	596	630	1115	641	823	92	128	345	290	13	51	39	122	102
Region4185	chr3R	5856201	5856645	.	445	507	631	1081	621	52	108	133	163	15	40	18	91	59
Region4186	chr3R	5862310	5862577	.	268	488	630	695	547	35	69	101	107	5	25	12	52	29
Region4187	chr3R	6007395	6008758	.	1364	1226	1854	1775	2509	170	314	594	501	32	97	47	314	191
Region4188	chr3R	6009579	6010323	.	745	696	771	1003	441	129	191	163	171	28	42	21	122	84
Region4189	chr3R	6100920	6101195	.	276	307	326	425	617	46	57	174	93	3	11	12	38	38
Region4190	chr3R	6170761	6171089	.	329	592	679	673	365	46	86	53	84	8	26	11	45	48
Region4191	chr3R	6215329	6215604	.	276	113	150	257	444	31	60	88	124	4	20	17	36	38
Region4192	chr3R	6254546	6254761	.	216	204	355	248	212	33	69	54	60	4	9	7	30	32
Region4193	chr3R	6350298	6350514	.	217	242	361	377	285	45	62	104	112	10	17	18	47	38
Region4194	chr3R	6351716	6352052	.	337	306	551	504	848	52	79	159	160	8	21	19	66	46
Region4195	chr3R	6368360	6368578	.	219	223	309	321	241	28	69	84	86	7	17	12	34	38
Region4196	chr3R	6368806	6369335	.	530	330	542	588	623	67	166	313	186	8	52	24	113	76
Region4197	chr3R	6380001	6380296	.	296	100	185	286	355	46	83	131	118	5	17	25	80	47
Region4198	chr3R	6399448	6399941	.	494	192	312	443	851	94	127	194	163	7	41	30	101	76
Region4199	chr3R	6424195	6424446	.	252	227	472	297	349	41	68	154	183	5	21	14	69	48
Region4200	chr3R	6457016	6457355	.	340	264	325	456	331	43	101	123	121	2	28	21	61	45
Region4201	chr3R	6646723	6647023	.	301	589	609	979	572	40	71	136	117	4	15	15	56	35
Region4202	chr3R	6657249	6657533	.	285	337	485	478	436	41	59	168	153	11	28	10	65	49
Region4203	chr3R	6657781	6658154	.	374	297	401	456	389	48	93	199	153	5	35	17	86	53
Region4204	chr3R	6659977	6660235	.	259	548	685	775	502	42	76	110	117	9	18	18	69	39
Region4205	chr3R	6662704	6663658	.	955	728	980	952	1420	116	210	425	268	14	57	30	128	117
Region4206	chr3R	6664438	6664701	.	264	211	282	397	530	36	66	150	135	4	20	16	48	27
Region4207	chr3R	6678415	6678884	.	470	1479	2953	2189	2730	82	119	278	231	13	41	31	96	52
Region4208	chr3R	6683226	6683541	.	316	452	1078	719	939	54	97	122	112	20	26	19	73	48
Region4209	chr3R	6706448	6706644	.	197	227	273	269	186	59	93	54	79	2	9	6	18	18
Region4210	chr3R	6708913	6709171	.	259	578	556	766	366	46	76	70	85	5	22	14	63	37
Region4211	chr3R	6709668	6710022	.	355	406	527	431	310	43	75	213	219	7	24	22	80	57
Region4212	chr3R	6723554	6723871	.	318	197	412	381	791	50	67	112	105	5	30	22	53	49
Region4213	chr3R	6724117	6724601	.	485	468	877	627	1351	66	97	240	229	8	33	22	97	53
Region4214	chr3R	6725239	6725594	.	356	259	428	513	945	49	104	174	179	5	27	20	85	48
Region4215	chr3R	6735809	6736321	.	513	231	532	537	1038	68	111	196	198	8	29	23	95	61
Region4216	chr3R	6741575	6742410	.	836	610	1102	903	1115	125	181	354	369	24	59	40	164	91
Region4217	chr3R	6744109	6744328	.	220	253	310	140	337	28	54	94	67	4	15	7	44	28
Region4218	chr3R	6744674	6745029	.	356	397	475	486	1287	60	75	109	106	14	25	23	52	39
Region4219	chr3R	6750407	6750643	.	237	58	28	192	418	35	69	107	99	3	22	12	63	33
Region4220	chr3R	6751497	6751809	.	313	69	84	411	1102	57	88	127	147	1	28	14	33	40
Region4221	chr3R	6752042	6752459	.	418	160	174	478	851	82	85	236	194	6	31	20	83	63
Region4222	chr3R	6753554	6754971	.	1418	3108	5737	2257	6342	211	323	728	670	31	116	86	266	200
Region4223	chr3R	6755333	6755872	.	540	682	1003	1310	4373	67	141	145	157	11	39	20	75	68
Region4224	chr3R	6757449	6757881	.	433	647	1084	261	272	62	126	363	169	9	34	26	70	75
Region4225	chr3R	6759554	6759817	.	264	414	510	486	492	57	94	66	51	3	17	9	59	30
Region4226	chr3R	6760993	6761824	.	832	1111	1886	2086	4649	98	197	402	358	16	62	39	159	103
Region4227	chr3R	6762084	6762908	.	825	1106	1801	2380	8019	120	180	307	259	15	48	30	149	89
Region4228	chr3R	6763158	6763555	.	398	364	774	512	1623	56	116	123	133	14	26	22	62	31
Region4229	chr3R	6766036	6766544	.	509	254	394	471	806	75	121	255	198	8	43	23	98	89
Region4230	chr3R	6768342	6768543	.	202	325	434	419	479	39	65	72	82	9	18	8	52	25
Region4231	chr3R	6780133	6780392	.	260	469	439	680	363	44	72	60	54	7	17	9	31	35
Region4232	chr3R	6780901	6781129	.	229	190	324	261	200	41	82	81	86	3	16	10	47	30
Region4233	chr3R	6791461	6791933	.	473	1950	3787	3223	3778	72	116	226	221	14	29	21	135	54
Region4234	chr3R	6804705	6805217	.	513	513	1016	781	2443	75	123	187	157	9	39	35	87	74
Region4235	chr3R	6806707	6807035	.	329	520	549	735	481	52	95	80	114	11	21	11	58	29
Region4236	chr3R	6809737	6810160	.	424	271	482	402	788	77	92	222	185	10	40	21	111	69
Region4237	chr3R	6810463	6811078	.	616	801	1266	1623	4366	93	149	303	263	15	52	22	158	85
Region4238	chr3R	6812605	6813024	.	420	232	378	385	1120	77	118	140	157	9	35	17	95	54
Region4239	chr3R	6816138	6816630	.	493	601	1316	927	2159	56	122	288	211	10	41	23	110	62
Region4240	chr3R	6817936	6818444	.	509	612	1189	845	2753	89	142	142	155	10	43	22	119	50
Region4241	chr3R	6845420	6846219	.	800	677	1402	1112	2160	116	212	306	295	25	58	41	156	94
Region4242	chr3R	6846768	6847144	.	377	110	71	368	490	70	87	175	170	8	40	19	77	57
Region4243	chr3R	6848568	6849009	.	442	859	1772	1146	1740	58	114	221	245	7	38	19	108	75
Region4244	chr3R	6849877	6850243	.	367	745	1285	1048	1446	60	108	205	168	15	39	20	79	50
Region4245	chr3R	6854315	6854674	.	360	1135	1031	1595	790	55	116	96	163	14	28	20	67	56
Region4246	chr3R	6857408	6858062	.	655	421	748	501	1610	95	137	197	188	13	50	33	114	76
Region4247	chr3R	6858844	6859575	.	732	929	1992	1266	4780	107	181	353	303	21	67	34	130	114
Region4248	chr3R	6860015	6860446	.	432	305	771	459	1584	70	117	203	229	5	36	25	78	67
Region4249	chr3R	6863587	6866189	.	2603	4067	7902	6435	17681	352	535	1399	1028	61	193	126	499	325
Region4250	chr3R	6868028	6868745	.	718	752	1334	1030	3190	109	172	295	244	9	51	36	124	98
Region4251	chr3R	6870821	6871136	.	316	1019	948	1626	646	63	96	75	100	8	25	13	53	33
Region4252	chr3R	6875360	6875740	.	381	474	825	496	880	80	96	166	146	6	26	16	75	47
Region4253	chr3R	6881853	6882153	.	301	361	732	568	510	48	62	117	140	6	23	18	67	30
Region4254	chr3R	6885146	6885822	.	677	770	1487	1261	4631	90	185	276	293	24	55	40	145	113
Region4255	chr3R	6886289	6886594	.	306	348	762	228	426	43	78	121	64	5	32	13	57	39
Region4256	chr3R	6888731	6889232	.	502	1183	2669	1889	4277	85	117	297	323	5	40	18	93	69
Region4257	chr3R	6893058	6893886	.	829	1374	2463	2005	3812	100	176	378	299	17	55	36	159	96
Region4258	chr3R	6903525	6903839	.	315	469	825	1109	1056	37	83	136	134	6	24	19	60	42
Region4259	chr3R	6907266	6907845	.	580	630	1249	703	1573	90	140	246	235	21	60	37	107	82
Region4260	chr3R	6908132	6908668	.	537	1482	1570	2627	1067	74	139	209	191	23	39	17	91	86
Region4261	chr3R	6912207	6912505	.	299	674	1027	721	664	63	100	104	104	13	22	16	65	47
Region4262	chr3R	6912784	6913327	.	544	1068	1729	1607	1809	76	145	246	252	14	43	28	127	80
Region4263	chr3R	6916710	6917111	.	402	357	879	308	574	66	94	163	169	15	23	22	69	58
Region4264	chr3R	6930531	6930785	.	255	271	291	350	329	46	71	136	117	4	22	10	56	35
Region4265	chr3R	6932704	6933063	.	360	251	657	404	622	54	111	185	164	4	28	17	92	47
Region4266	chr3R	6935616	6935923	.	308	277	464	335	548	48	74	185	93	5	32	14	57	36
Region4267	chr3R	6948846	6949913	.	1068	743	1582	693	1290	148	249	380	361	25	66	43	154	130
Region4268	chr3R	6953166	6953389	.	224	174	302	223	354	43	66	78	97	1	16	4	38	44
Region4269	chr3R	6956959	6957396	.	438	144	267	311	730	52	104	154	134	7	31	23	63	51
Region4270	chr3R	6966615	6966968	.	354	276	665	402	865	52	95	154	105	8	25	22	87	42
Region4271	chr3R	6973294	6973684	.	391	596	950	719	649	56	120	117	89	6	22	22	95	50
Region4272	chr3R	6978247	6978623	.	377	244	317	531	558	50	77	225	211	13	31	15	70	57
Region4273	chr3R	6983721	6983967	.	247	254	453	362	387	37	49	121	112	7	19	15	60	35
Region4274	chr3R	6991616	6992281	.	666	786	1089	1186	1064	74	176	256	261	16	57	29	149	68
Region4275	chr3R	6994419	6995441	.	1023	963	2067	1264	3348	126	246	297	301	23	69	46	167	102
Region4276	chr3R	6996943	6997292	.	350	379	664	809	1070	57	114	151	176	2	21	17	87	42
Region4277	chr3R	6999252	6999616	.	365	401	728	425	722	47	100	145	83	11	24	16	56	42
Region4278	chr3R	7000597	7001293	.	697	3082	3624	5564	5500	103	143	436	285	17	38	26	117	93
Region4279	chr3R	7006885	7007280	.	396	296	641	221	408	42	95	191	213	5	37	17	67	55
Region4280	chr3R	7031553	7031850	.	298	360	552	495	601	49	82	182	206	8	29	19	80	51
Region4281	chr3R	7033562	7034095	.	534	326	639	432	992	78	139	199	197	13	30	32	83	72
Region4282	chr3R	7035649	7036241	.	593	669	1139	402	878	93	142	207	224	10	43	17	96	82
Region4283	chr3R	7037172	7037945	.	774	2343	3498	4134	4979	109	176	396	260	26	42	40	158	89
Region4284	chr3R	7043949	7044419	.	471	465	884	256	599	72	145	177	167	14	36	23	77	63
Region4285	chr3R	7079148	7080072	.	925	651	916	639	910	142	178	492	468	17	74	57	228	140
Region4286	chr3R	7086337	7087806	.	1470	1431	2191	2250	3262	235	368	780	693	44	114	65	290	207
Region4287	chr3R	7088880	7089198	.	319	223	443	322	597	43	99	174	193	17	19	15	86	49
Region4288	chr3R	7089435	7089879	.	445	251	520	550	1099	74	121	151	238	12	36	15	119	67
Region4289	chr3R	7090342	7090650	.	309	299	496	687	940	51	100	124	107	12	20	17	56	47
Region4290	chr3R	7102877	7103138	.	262	96	170	245	528	43	77	134	120	3	29	22	93	34
Region4291	chr3R	7105366	7106174	.	809	1048	1801	2209	6877	121	197	473	388	18	68	44	184	121
Region4292	chr3R	7109759	7110322	.	564	301	614	601	1291	73	154	217	228	10	47	30	120	72
Region4293	chr3R	7111212	7112138	.	927	788	1478	1401	4301	128	202	324	315	25	57	43	164	110
Region4294	chr3R	7123752	7124111	.	360	363	657	622	715	44	104	180	184	6	33	19	87	51
Region4295	chr3R	7124443	7124714	.	272	265	303	383	294	61	92	109	83	1	19	10	55	39
Region4296	chr3R	7139591	7139989	.	399	123	143	430	593	55	82	155	126	8	25	20	45	31
Region4297	chr3R	7144584	7144852	.	269	405	738	663	534	59	84	118	105	5	24	16	79	35
Region4298	chr3R	7150456	7151016	.	561	339	476	603	486	80	129	247	212	19	49	24	104	82
Region4299	chr3R	7151273	7151515	.	243	221	337	337	340	47	75	142	85	6	27	15	55	33
Region4300	chr3R	7155041	7155316	.	276	191	437	304	376	43	95	80	84	0	17	8	48	35
Region4301	chr3R	7162371	7163032	.	662	740	1786	687	1885	106	187	315	259	16	48	30	129	102
Region4302	chr3R	7186865	7187167	.	303	393	457	619	381	49	65	109	108	4	20	12	73	41
Region4303	chr3R	7246859	7247297	.	439	362	694	647	552	58	124	128	143	3	24	16	55	47
Region4304	chr3R	7250033	7250382	.	350	455	564	282	166	74	73	153	154	2	28	21	71	61
Region4305	chr3R	7262692	7263041	.	350	429	607	423	273	32	75	133	146	11	19	16	46	34
Region4306	chr3R	7346497	7346824	.	328	861	859	985	469	53	112	75	83	3	14	11	34	16
Region4307	chr3R	7473556	7473942	.	387	448	793	793	769	72	102	151	179	9	29	23	103	50
Region4308	chr3R	7474565	7475048	.	484	679	886	702	1647	77	137	291	173	11	34	36	162	77
Region4309	chr3R	7530241	7530923	.	683	420	542	729	668	110	193	164	200	16	40	22	94	72
Region4310	chr3R	7533507	7533889	.	383	238	375	272	841	68	99	85	93	13	24	13	49	45
Region4311	chr3R	7810193	7810596	.	404	1272	1678	1325	970	65	118	140	138	2	24	15	80	45
Region4312	chr3R	7886922	7887159	.	238	202	371	386	287	45	69	92	93	4	19	14	36	29
Region4313	chr3R	7892353	7892547	.	195	221	152	262	198	29	39	92	44	0	13	7	28	20
Region4314	chr3R	7912528	7912783	.	256	278	444	517	479	47	72	220	199	10	20	16	53	39
Region4315	chr3R	7920270	7920531	.	262	224	315	350	290	44	77	61	81	0	15	5	39	30
Region4316	chr3R	7936949	7937203	.	255	229	495	302	359	34	62	201	231	7	17	17	56	45
Region4317	chr3R	7963531	7963855	.	325	346	742	403	462	44	79	205	277	7	22	15	86	43
Region4318	chr3R	7977569	7977984	.	416	591	869	835	758	82	125	103	105	19	27	15	93	41
Region4319	chr3R	7981483	7981701	.	219	285	312	353	225	35	64	55	46	6	15	3	30	21
Region4320	chr3R	7999483	7999691	.	209	276	353	403	249	35	72	46	56	1	14	10	29	22
Region4321	chr3R	8009183	8009596	.	414	681	1057	1264	1143	62	115	163	184	14	21	19	80	53
Region4322	chr3R	8032956	8033128	.	173	124	162	378	185	41	53	53	58	4	12	8	39	21
Region4323	chr3R	8112839	8113082	.	244	283	476	423	531	45	83	160	184	2	20	18	59	33
Region4324	chr3R	8113411	8114393	.	983	531	875	1042	1789	130	223	422	487	19	82	32	163	124
Region4325	chr3R	8116194	8116502	.	309	159	235	283	485	46	65	146	119	7	18	14	62	47
Region4326	chr3R	8119777	8120067	.	291	196	332	316	439	30	62	132	150	9	24	17	54	30
Region4327	chr3R	8151090	8151404	.	315	193	497	347	452	52	83	143	105	12	25	12	55	54
Region4328	chr3R	8181315	8182145	.	831	4214	6437	7766	6280	96	186	535	600	22	63	33	164	107
Region4329	chr3R	8187527	8188010	.	484	417	875	516	634	61	98	253	253	10	46	28	84	72
Region4330	chr3R	8190836	8191266	.	431	2297	2958	4218	3212	55	109	227	202	12	36	27	116	78
Region4331	chr3R	8193170	8193490	.	321	230	483	265	683	55	79	126	132	14	39	20	68	33
Region4332	chr3R	8203120	8203808	.	689	640	1488	181	210	98	157	291	273	15	54	29	107	95
Region4333	chr3R	8205166	8206017	.	852	1241	2981	601	1114	111	195	357	266	14	55	43	136	103
Region4334	chr3R	8233315	8233583	.	269	337	557	427	412	43	73	72	89	11	16	9	48	27
Region4335	chr3R	8240284	8240690	.	407	586	744	1073	685	49	117	120	136	5	25	16	82	40
Region4336	chr3R	8251588	8251836	.	249	240	251	319	495	51	72	113	40	3	8	11	35	32
Region4337	chr3R	8264900	8265327	.	428	346	479	583	652	66	107	328	180	9	38	22	112	70
Region4338	chr3R	8269733	8270064	.	332	399	646	798	777	43	95	156	158	4	19	15	78	54
Region4339	chr3R	8275032	8275368	.	337	281	689	466	962	59	82	168	175	4	27	19	45	58
Region4340	chr3R	8276689	8278329	.	1641	2388	5415	3951	9487	224	349	788	716	41	114	66	330	231
Region4341	chr3R	8281976	8282462	.	487	373	590	364	1055	61	103	230	209	7	39	34	85	62
Region4342	chr3R	8285130	8285411	.	282	92	93	250	466	43	65	123	114	1	20	10	66	30
Region4343	chr3R	8285946	8286396	.	451	236	299	1299	1895	86	112	212	186	3	36	21	99	69
Region4344	chr3R	8288738	8289285	.	548	279	522	804	1440	80	137	215	194	12	50	33	109	76
Region4345	chr3R	8301253	8301613	.	361	681	890	1164	700	58	113	127	94	20	29	17	58	39
Region4346	chr3R	8305240	8305506	.	267	421	594	606	479	61	76	108	93	10	22	14	76	31
Region4347	chr3R	8306337	8306552	.	216	237	294	274	256	46	85	51	52	3	17	6	23	15
Region4348	chr3R	8307126	8308812	.	1687	3904	6916	2127	3914	244	352	1018	864	25	135	79	322	267
Region4349	chr3R	8316425	8316633	.	209	172	267	351	193	50	60	82	80	6	23	11	32	27
Region4350	chr3R	8330454	8330719	.	266	114	136	390	315	44	74	147	143	6	15	11	46	35
Region4351	chr3R	8333688	8334148	.	461	816	1572	1045	1390	62	96	296	242	10	31	30	64	67
Region4352	chr3R	8334404	8335325	.	922	1195	2606	2068	2977	141	212	418	412	30	68	46	205	133
Region4353	chr3R	8336561	8337041	.	481	140	164	669	1463	57	111	225	229	5	34	24	99	55
Region4354	chr3R	8349722	8349988	.	267	219	336	360	384	52	74	115	131	18	19	19	75	51
Region4355	chr3R	8356762	8357412	.	651	1208	1526	2276	1370	92	176	248	225	24	38	29	134	85
Region4356	chr3R	8467648	8468328	.	681	1466	3006	1427	2706	83	156	334	250	13	51	25	104	75
Region4357	chr3R	8469453	8469768	.	316	273	513	449	1079	41	80	136	126	13	33	15	51	48
Region4358	chr3R	8477412	8477900	.	489	886	2426	1110	1678	84	136	228	259	10	27	15	98	66
Region4359	chr3R	8563761	8564029	.	269	174	258	340	199	41	89	59	61	1	15	6	29	28
Region4360	chr3R	8659465	8659716	.	252	219	326	531	408	40	73	121	155	3	14	13	61	38
Region4361	chr3R	8660271	8660650	.	380	645	923	887	1083	69	102	215	137	10	48	16	112	53
Region4362	chr3R	8663043	8663399	.	357	441	733	317	357	49	78	257	290	7	33	24	98	59
Region4363	chr3R	8669479	8669702	.	224	167	230	328	369	38	70	149	115	5	17	14	59	34
Region4364	chr3R	8676528	8676742	.	215	212	295	377	256	43	76	53	73	5	21	8	39	21
Region4365	chr3R	8688317	8688677	.	361	241	391	321	716	45	87	159	175	10	23	26	78	33
