# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-T" "8" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/ChIP_Toll_PPC.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam
FBtr0077149	3L	5529241	5529391	-	151	9	20	13	13	1	30	10	17	21	25	35	24	7	9	28	19
FBtr0306593	3L	5535659	5535809	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077141	3L	5535659	5535809	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077140	3L	5550830	5550980	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0273234	3L	5550830	5550980	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113144	3L	5551054	5551204	-	151	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0
FBtr0273233	3L	5551059	5551209	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0273231	3L	5551059	5551209	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113146	3L	5551059	5551209	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077136	3L	5561498	5561648	-	151	135	87	20	27	16	51	10	28	21	19	70	32	107	238	20	9
FBtr0077134	3L	5563591	5563741	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344756	3L	5563591	5563741	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077083	3L	5563724	5563874	+	151	113	62	22	13	17	53	7	24	10	8	27	11	76	132	11	10
FBtr0077084	3L	5565181	5565331	+	151	372	209	27	11	21	144	23	29	17	19	50	19	175	421	36	32
FBtr0077133	3L	5575046	5575196	-	151	37	22	12	11	3	25	15	23	29	18	38	31	11	15	40	13
FBtr0077131	3L	5577248	5577398	-	151	33	30	7	16	3	32	15	29	31	49	42	20	9	8	39	20
FBtr0077085	3L	5583619	5583769	+	151	331	155	11	22	35	186	6	40	19	11	50	33	211	612	18	21
FBtr0077130	3L	5592169	5592319	-	151	492	243	19	27	52	127	50	23	18	22	56	31	98	233	47	22
FBtr0346640	3L	5592471	5592621	-	151	1263	544	29	17	64	170	47	25	29	28	48	29	160	375	40	18
FBtr0077129	3L	5595172	5595322	-	151	59	46	120	113	3	36	126	69	38	45	43	18	23	66	91	34
FBtr0345902	3L	5595492	5595642	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077086	3L	5595492	5595642	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077128	3L	5599592	5599742	-	151	43	19	30	32	5	14	36	17	26	29	35	29	25	43	46	19
FBtr0077127	3L	5603879	5604029	-	151	287	149	27	13	41	143	15	40	20	16	62	36	162	449	21	15
FBtr0077088	3L	5604740	5604890	+	151	80	26	8	9	3	38	8	14	34	21	63	37	28	47	20	16
FBtr0077126	3L	5608200	5608350	-	151	196	85	20	15	25	116	16	28	14	17	54	51	168	356	27	13
FBtr0077089	3L	5630933	5631083	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345593	3L	5630933	5631083	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331807	3L	5635965	5636115	+	151	23	28	121	86	0	6	117	126	24	45	38	26	21	50	149	60
FBtr0331808	3L	5641953	5642103	+	151	10	19	62	39	2	20	81	49	33	58	36	21	9	25	87	36
FBtr0331809	3L	5643597	5643747	+	151	5	14	35	16	3	10	38	33	23	44	34	31	13	19	68	29
FBtr0077090	3L	5654631	5654781	+	151	144	78	29	18	25	55	39	34	14	15	38	19	29	51	27	22
FBtr0340654	3L	5657863	5658013	+	151	19	28	15	20	1	23	37	43	28	42	45	28	12	41	44	13
FBtr0077125	3L	5662147	5662297	-	151	113	54	15	8	21	72	9	20	19	10	54	24	94	277	15	6
FBtr0340655	3L	5664071	5664221	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346962	3L	5664071	5664221	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0340656	3L	5664811	5664961	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330125	3L	5664811	5664961	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0112708	3L	5666799	5666949	+	151	34	29	21	14	2	24	26	45	24	28	42	19	5	22	34	21
FBtr0330124	3L	5678490	5678640	+	151	5	29	31	35	0	6	19	47	25	45	36	25	7	6	50	19
FBtr0112710	3L	5691377	5691527	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330126	3L	5691377	5691527	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077124	3L	5752089	5752239	-	151	241	91	5	6	18	76	6	11	7	14	52	25	82	262	23	21
FBtr0077095	3L	5752923	5753073	+	151	253	137	39	27	33	118	17	36	13	12	47	30	181	417	18	25
FBtr0077096	3L	5754128	5754278	+	151	77	55	11	9	6	37	12	33	26	30	49	29	27	52	27	17
FBtr0077121	3L	5765401	5765551	-	151	386	174	24	17	72	152	16	26	8	14	18	17	168	409	9	13
FBtr0345606	3L	5765491	5765641	-	151	8	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0
FBtr0345901	3L	5765602	5765752	-	151	64	37	4	5	7	73	1	7	8	3	17	6	60	86	5	6
FBtr0077098	3L	5765796	5765946	+	151	309	131	15	10	36	178	7	23	22	6	43	33	164	354	9	9
FBtr0077120	3L	5768694	5768844	-	151	425	260	42	14	40	175	14	46	28	26	43	23	170	436	23	16
FBtr0077100	3L	5768952	5769102	+	151	45	44	4	3	1	87	4	4	2	6	44	17	56	142	4	1
FBtr0307976	3L	5769073	5769223	+	151	312	123	20	17	58	147	11	26	11	5	29	15	148	367	8	12
FBtr0330128	3L	5771115	5771265	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077101	3L	5771115	5771265	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077103	3L	5771170	5771320	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330127	3L	5771170	5771320	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077119	3L	5777233	5777383	-	151	91	55	7	8	17	45	2	10	16	14	67	31	77	182	26	13
FBtr0077118	3L	5779491	5779641	-	151	131	74	24	14	12	60	10	38	25	26	54	27	76	202	14	16
FBtr0445398	3L	5780001	5780151	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0347274	3L	5780001	5780151	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0091709	3L	5780214	5780364	+	151	343	160	38	22	40	118	16	40	41	22	49	28	221	553	22	13
FBtr0114577	3L	5781487	5781637	+	151	49	51	30	19	4	42	22	49	42	31	44	32	19	39	38	23
FBtr0077117	3L	5786618	5786768	-	151	34	26	22	23	0	13	27	46	33	51	30	30	9	15	36	17
FBtr0344538	3L	5794092	5794242	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077116	3L	5794092	5794242	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077115	3L	5796301	5796451	-	151	64	35	7	7	3	21	11	16	21	34	27	24	21	53	15	16
FBtr0331522	3L	5796443	5796593	-	151	63	38	10	14	4	39	6	34	16	33	26	13	21	50	26	10
FBtr0299616	3L	5802983	5803133	+	151	91	72	12	17	10	45	6	34	31	41	42	20	45	121	28	20
FBtr0299617	3L	5803614	5803764	+	151	102	33	6	12	5	33	9	33	30	28	53	26	38	92	18	18
FBtr0333264	3L	5810831	5810981	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077114	3L	5810831	5810981	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310534	3L	5810923	5811073	+	151	249	192	8	23	38	165	3	28	4	16	26	5	149	335	10	8
FBtr0300010	3L	5845564	5845714	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077082	3L	5845564	5845714	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077025	3L	5871451	5871601	+	151	42	18	30	44	0	17	50	26	26	31	46	32	18	38	87	10
FBtr0331562	3L	5873261	5873411	+	151	14	15	59	54	3	16	101	26	24	29	24	34	15	26	77	23
FBtr0300903	3L	5873482	5873632	+	151	25	10	37	32	2	19	86	26	22	12	41	25	14	27	76	27
FBtr0330086	3L	5882254	5882404	+	151	16	31	122	210	2	6	156	90	23	39	46	33	17	24	202	52
FBtr0077081	3L	5897335	5897485	-	151	129	114	21	15	34	144	6	27	15	14	56	28	170	360	24	14
FBtr0077029	3L	5897588	5897738	+	151	63	35	9	11	15	96	5	27	34	17	45	27	58	113	30	11
FBtr0077030	3L	5899478	5899628	+	151	245	94	35	8	23	112	11	29	20	12	56	32	159	390	23	13
FBtr0077080	3L	5902356	5902506	-	151	20	24	14	16	3	25	15	34	29	60	28	23	16	55	49	17
FBtr0113435	3L	5903955	5904105	-	151	10	9	11	26	1	17	17	29	23	31	47	27	9	32	35	24
FBtr0305273	3L	5906599	5906749	-	151	40	24	31	9	1	20	20	30	16	25	36	37	25	44	55	13
FBtr0113148	3L	5907331	5907481	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331563	3L	5907331	5907481	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077077	3L	5921216	5921366	-	151	31	24	43	37	3	21	31	79	34	39	35	16	9	29	48	24
FBtr0077032	3L	5922005	5922155	+	151	45	28	28	21	2	25	17	29	16	41	47	38	13	33	56	20
FBtr0330118	3L	5922426	5922576	+	151	51	59	37	42	1	42	20	37	25	30	38	32	16	43	65	47
FBtr0091475	3L	5923812	5923962	+	151	41	71	81	77	3	44	35	92	29	50	31	30	21	45	80	29
FBtr0091478	3L	5926821	5926971	+	151	100	61	12	12	7	35	25	57	35	40	55	27	44	67	44	14
FBtr0091477	3L	5927732	5927882	+	151	158	74	5	10	20	70	21	30	22	20	48	36	142	306	26	18
FBtr0091476	3L	5928366	5928516	+	151	97	43	9	10	5	52	22	65	28	29	54	34	89	203	29	13
FBtr0077076	3L	5932512	5932662	-	151	84	55	11	10	11	75	8	23	4	9	39	22	70	179	12	7
FBtr0077074	3L	5932673	5932823	-	151	235	87	4	5	34	114	3	14	12	8	36	21	191	398	10	14
FBtr0301034	3L	5935203	5935353	-	151	52	33	20	32	5	13	24	48	26	38	36	16	13	29	46	26
FBtr0100046	3L	5950558	5950708	-	151	84	69	39	24	10	44	47	48	21	27	45	30	31	65	50	21
FBtr0077070	3L	5975907	5976057	-	151	80	64	33	29	22	59	25	39	11	10	48	25	32	84	23	13
FBtr0077037	3L	5997158	5997308	+	151	43	24	74	77	9	18	131	71	31	34	30	21	23	49	74	31
FBtr0077069	3L	6010921	6011071	-	151	6	10	6	13	1	17	20	17	33	32	31	28	9	16	26	12
FBtr0077068	3L	6034511	6034661	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346804	3L	6034511	6034661	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077039	3L	6037061	6037211	+	151	34	12	19	33	1	11	35	23	25	18	34	23	6	30	40	15
FBtr0077043	3L	6055086	6055236	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333390	3L	6055086	6055236	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077044	3L	6059608	6059758	+	151	6	15	5	3	1	8	5	6	31	13	44	19	9	16	30	7
FBtr0077066	3L	6062810	6062960	-	151	24	29	48	43	4	21	25	41	29	35	34	22	19	41	49	18
FBtr0299610	3L	6066246	6066396	+	151	38	34	33	31	5	41	45	52	31	46	25	22	15	43	74	25
FBtr0077047	3L	6072089	6072239	+	151	50	31	14	13	3	20	9	28	28	36	59	28	19	44	28	15
FBtr0077065	3L	6075145	6075295	-	151	177	109	23	11	28	80	25	25	22	6	52	32	185	384	20	17
FBtr0077049	3L	6076672	6076822	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345594	3L	6076672	6076822	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332063	3L	6082833	6082983	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332062	3L	6082833	6082983	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077064	3L	6093213	6093363	-	151	25	30	20	11	4	32	16	24	21	30	34	35	19	40	22	15
FBtr0077063	3L	6094647	6094797	-	151	232	66	10	7	20	117	8	11	21	15	31	26	148	332	11	6
FBtr0301448	3L	6094937	6095087	+	151	225	80	23	7	16	111	14	25	16	17	50	29	146	377	14	10
FBtr0347001	3L	6097567	6097717	+	151	23	30	56	66	1	8	114	53	27	46	25	29	6	25	56	19
FBtr0077055	3L	6111417	6111567	+	151	14	25	105	89	0	9	248	77	22	29	30	27	6	15	84	46
FBtr0346812	3L	6128707	6128857	-	151	46	24	30	34	4	21	43	33	18	30	41	29	21	40	41	7
FBtr0076997	3L	6163077	6163227	+	151	27	32	35	23	0	9	38	56	35	41	31	34	14	24	33	16
FBtr0331790	3L	6173780	6173930	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077019	3L	6173780	6173930	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331789	3L	6173780	6173930	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076998	3L	6174198	6174348	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331788	3L	6174198	6174348	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113149	3L	6181729	6181879	-	151	401	221	13	20	41	205	5	36	32	31	52	22	282	699	21	16
FBtr0077017	3L	6184820	6184970	-	151	133	81	22	13	19	59	10	36	12	18	49	26	152	266	21	14
FBtr0077016	3L	6189023	6189173	-	151	88	43	19	10	8	31	16	25	26	17	51	38	73	153	19	9
FBtr0076999	3L	6189695	6189845	+	151	77	38	25	11	2	41	4	16	32	18	41	37	52	65	30	12
FBtr0077015	3L	6193079	6193229	-	151	156	111	16	15	19	139	18	35	10	9	41	26	119	279	12	17
FBtr0077000	3L	6193430	6193580	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077001	3L	6193430	6193580	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077002	3L	6193696	6193846	+	151	388	181	47	24	42	168	21	39	29	33	43	29	230	532	20	17
FBtr0077003	3L	6200423	6200573	+	151	45	23	25	12	6	29	7	47	25	40	41	25	22	42	36	23
FBtr0077014	3L	6217922	6218072	-	151	51	28	18	12	13	44	22	25	22	21	59	38	39	58	50	43
FBtr0332068	3L	6238891	6239041	-	151	15	14	14	25	2	10	5	14	29	17	30	23	10	24	48	12
FBtr0077012	3L	6239968	6240118	-	151	39	18	19	22	2	31	30	31	20	37	34	31	12	33	41	14
FBtr0077011	3L	6245646	6245796	-	151	10	24	27	24	1	14	34	26	20	29	31	34	20	20	44	21
FBtr0077010	3L	6256565	6256715	-	151	46	31	14	14	7	21	15	33	31	38	41	25	17	37	45	17
FBtr0077009	3L	6258660	6258810	-	151	13	20	24	28	5	11	23	44	25	28	47	31	9	19	49	23
FBtr0332066	3L	6260940	6261090	-	151	7	7	16	11	2	22	9	10	19	16	16	7	13	19	23	13
FBtr0332067	3L	6261060	6261210	-	151	9	12	14	21	6	19	10	20	18	12	19	13	5	26	20	8
FBtr0332065	3L	6262594	6262744	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077008	3L	6262594	6262744	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305900	3L	6275737	6275887	+	151	19	18	33	24	1	29	36	32	28	23	36	30	14	29	35	17
FBtr0077004	3L	6320561	6320711	+	151	26	21	60	64	3	23	33	29	25	34	25	26	24	49	66	17
FBtr0077005	3L	6325562	6325712	+	151	13	18	30	24	1	10	42	35	29	21	36	30	32	39	46	20
FBtr0077006	3L	6327558	6327708	+	151	23	18	35	31	2	23	33	19	16	22	36	24	25	35	49	22
FBtr0077007	3L	6352290	6352440	-	151	39	30	31	19	5	22	23	35	27	15	46	29	14	43	37	16
FBtr0303270	3L	6400540	6400690	+	151	46	31	19	19	8	14	18	34	18	29	40	23	15	14	35	14
FBtr0333060	3L	6488324	6488474	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076987	3L	6488324	6488474	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303036	3L	6488631	6488781	+	151	159	48	14	5	17	57	7	21	23	17	48	22	117	261	19	18
FBtr0076986	3L	6495197	6495347	-	151	226	118	26	9	21	176	14	19	18	12	46	25	178	431	12	12
FBtr0076968	3L	6495630	6495780	+	151	288	124	38	21	24	121	9	24	15	14	43	30	213	504	39	16
FBtr0076969	3L	6530679	6530829	+	151	15	16	19	29	4	17	21	18	32	23	37	33	12	21	27	13
FBtr0307511	3L	6550688	6550838	+	151	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
FBtr0076973	3L	6550689	6550839	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076970	3L	6550689	6550839	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307512	3L	6589379	6589529	-	151	42	18	18	9	4	18	15	23	28	20	33	23	26	38	52	11
FBtr0076984	3L	6603266	6603416	-	151	11	25	18	14	1	11	14	41	31	39	34	13	17	34	47	12
FBtr0076976	3L	6603634	6603784	+	151	15	22	3	10	2	11	8	25	24	28	44	27	9	33	25	11
FBtr0330185	3L	6605932	6606082	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076983	3L	6605932	6606082	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076977	3L	6606129	6606279	+	151	100	42	26	13	19	70	10	20	16	11	44	26	76	230	19	10
FBtr0474136	3L	6609275	6609425	+	151	42	30	13	11	1	5	11	22	33	45	28	38	22	24	26	16
FBtr0076981	3L	6609527	6609677	+	151	9	28	20	13	2	14	6	35	29	38	42	27	11	21	19	6
FBtr0076980	3L	6613514	6613664	+	151	14	10	13	13	5	10	14	17	14	12	19	8	6	10	7	4
FBtr0330184	3L	6613622	6613772	+	151	29	7	13	13	3	13	9	8	10	10	12	13	9	8	17	13
FBtr0076982	3L	6623982	6624132	+	151	15	27	15	20	1	8	23	36	26	34	33	26	11	14	40	18
FBtr0076963	3L	6665541	6665691	-	151	10	11	24	12	2	19	23	35	24	24	35	19	10	19	22	13
FBtr0300026	3L	6667716	6667866	-	151	14	39	34	25	3	14	32	49	29	37	28	16	7	13	28	18
FBtr0076961	3L	6692554	6692704	-	151	25	17	7	11	1	15	11	22	19	25	22	24	5	11	20	3
FBtr0076958	3L	6703421	6703571	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076960	3L	6703421	6703571	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076942	3L	6704810	6704960	+	151	31	28	26	19	4	24	25	26	25	30	31	24	21	34	39	22
FBtr0333072	3L	6707535	6707685	+	151	11	15	12	11	1	12	8	19	26	24	40	28	15	33	33	14
FBtr0345585	3L	6719425	6719575	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076956	3L	6719425	6719575	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303748	3L	6742643	6742793	-	151	298	118	61	34	41	174	34	32	34	26	49	47	232	589	27	27
FBtr0333047	3L	6743064	6743214	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303749	3L	6743064	6743214	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303751	3L	6743064	6743214	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345025	3L	6747155	6747305	-	151	333	113	15	10	35	99	5	20	8	11	44	22	195	362	32	14
FBtr0076951	3L	6747356	6747506	-	151	82	19	7	9	4	19	9	15	5	2	47	24	31	80	22	14
FBtr0076950	3L	6752652	6752802	-	151	477	239	29	17	83	100	19	29	11	16	49	34	171	418	26	13
FBtr0076943	3L	6752863	6753013	+	151	156	72	7	2	7	173	0	5	15	6	59	26	132	363	15	11
FBtr0330061	3L	6756397	6756547	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330065	3L	6756397	6756547	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076948	3L	6761014	6761164	-	151	28	50	52	32	1	19	34	47	34	43	44	25	21	53	63	27
FBtr0076947	3L	6763146	6763296	-	151	9	12	12	9	0	26	4	10	29	26	39	31	21	38	48	8
FBtr0330059	3L	6790108	6790258	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345911	3L	6790108	6790258	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0076946	3L	6913864	6914014	-	151	27	44	162	150	5	22	186	49	24	32	43	28	18	53	91	27
FBtr0076945	3L	6914776	6914926	-	151	27	38	134	132	5	18	144	50	31	24	41	23	26	44	85	25
FBtr0076894	3L	6932876	6933026	+	151	16	19	54	40	0	18	103	49	23	22	26	17	10	16	55	17
FBtr0333079	3L	6942806	6942956	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333080	3L	6942806	6942956	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113150	3L	6944631	6944781	+	151	18	21	41	38	2	17	33	45	29	31	33	31	11	20	66	22
FBtr0333083	3L	6955412	6955562	-	151	737	235	34	18	91	260	12	29	26	12	50	40	227	616	8	10
FBtr0076940	3L	6955804	6955954	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300937	3L	6955804	6955954	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333081	3L	6955941	6956091	+	151	117	35	5	2	4	63	4	5	12	4	26	24	85	157	6	3
FBtr0076939	3L	6958008	6958158	-	151	103	63	7	9	8	66	10	24	21	10	50	32	65	126	15	9
FBtr0076897	3L	6958296	6958446	+	151	150	57	9	6	10	67	5	11	22	17	53	38	86	194	15	7
FBtr0076938	3L	6964658	6964808	-	151	76	57	9	14	10	71	7	31	6	8	56	30	55	141	17	23
FBtr0076937	3L	6967797	6967947	-	151	45	33	13	11	5	33	5	30	33	31	35	23	26	60	36	25
FBtr0076936	3L	6968948	6969098	-	151	93	34	11	5	6	65	5	17	14	20	54	26	100	284	10	11
FBtr0076898	3L	6969608	6969758	+	151	397	137	6	6	50	157	7	25	30	25	58	26	177	419	22	12
FBtr0076934	3L	6979944	6980094	-	151	492	232	38	14	85	245	13	44	12	17	70	28	212	539	24	20
FBtr0076933	3L	6984486	6984636	-	151	16	10	56	76	5	16	177	24	27	22	40	29	14	36	60	20
FBtr0076900	3L	6990572	6990722	+	151	19	12	224	242	6	28	297	67	28	30	29	24	7	22	85	33
FBtr0309957	3L	6998793	6998943	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339904	3L	6998793	6998943	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301110	3L	7014050	7014200	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339903	3L	7014050	7014200	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308094	3L	7048540	7048690	+	151	24	19	15	16	2	23	9	28	17	35	34	22	13	25	38	16
