# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/K27me3.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/K27me3.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region1314	chr3R	7014718	7015253	.	536	772	526	1232	218	741	549	75	125	195	171	7	39	22	68	58
Region1315	chr3R	7016933	7017591	.	659	783	535	1292	206	743	471	104	160	218	198	9	47	30	113	72
Region1316	chr3R	7017866	7018655	.	790	1037	582	1650	227	932	648	103	152	291	290	10	54	37	114	97
Region1317	chr3R	7019367	7020458	.	1092	1226	819	2018	324	1156	827	152	206	361	353	20	73	48	138	130
Region1318	chr3R	7021196	7021608	.	413	680	377	781	117	434	287	65	96	156	166	13	30	16	66	51
Region1319	chr3R	7021984	7022529	.	546	558	400	821	135	521	293	87	109	165	161	19	43	15	79	56
Region1320	chr3R	7024244	7026293	.	2050	2903	1857	4247	758	2684	1899	310	349	645	697	41	127	79	265	212
Region1321	chr3R	7026611	7028166	.	1556	2053	1578	2854	675	1789	1330	221	306	406	410	25	106	65	181	164
Region1322	chr3R	7029210	7029690	.	481	589	342	938	109	454	374	62	93	175	206	7	34	21	80	61
Region1323	chr3R	7029934	7031150	.	1217	1814	1321	2741	618	1818	1388	161	238	393	341	26	72	44	163	131
Region1324	chr3R	7031952	7037317	.	5366	7906	7110	13602	3178	7237	8575	668	1151	1381	1492	107	336	198	663	619
Region1325	chr3R	7038298	7040014	.	1717	3702	3395	5761	1790	3593	5094	230	364	520	495	25	109	64	180	206
Region1326	chr3R	7040769	7041569	.	801	1061	656	1863	255	997	863	125	185	230	228	17	58	30	148	101
Region1327	chr3R	7041840	7043009	.	1170	1750	873	2600	324	1601	1243	150	246	430	420	18	79	53	181	132
Region1328	chr3R	7043325	7044032	.	708	626	434	1186	166	639	606	99	155	268	233	12	56	38	109	95
Region1329	chr3R	7046116	7047010	.	895	749	696	1095	365	992	790	125	171	331	179	16	55	30	103	109
Region1330	chr3R	7931168	7933243	.	2076	2783	1575	3203	566	2817	1289	246	348	622	639	46	132	88	251	220
Region1331	chr3R	7933601	7936395	.	2795	6445	3701	6467	1397	5279	3225	408	572	839	871	78	190	116	391	333
Region1332	chr3R	7937049	7939519	.	2471	6012	4127	6198	1829	4826	2989	345	535	658	802	58	122	107	331	287
Region1333	chr3R	7939821	7941802	.	1982	3944	2125	4223	824	3356	1813	264	368	614	690	44	163	70	327	236
Region1334	chr3R	7942620	7944401	.	1782	2115	1198	2197	381	1914	879	235	334	397	422	29	112	79	228	176
Region1335	chr3R	7945357	7946102	.	746	811	362	978	169	766	290	92	122	245	232	5	42	29	90	89
Region1336	chr3R	7955428	7956402	.	975	898	664	1398	244	986	469	133	180	268	222	22	47	40	117	95
Region1337	chr3R	7957166	7957954	.	789	1054	569	1768	186	941	607	104	132	326	344	13	60	37	126	95
Region1338	chr3R	7958725	7959358	.	634	804	434	1298	154	853	459	74	118	193	176	8	40	24	89	69
Region1339	chr3R	7959765	7961748	.	1984	1518	2172	2511	993	4046	2658	240	352	919	308	26	81	77	174	176
Region1340	chr3R	7962382	7962881	.	500	674	594	999	191	730	456	71	100	188	140	9	41	23	76	79
Region1341	chr3R	7964773	7965169	.	397	438	317	563	103	446	178	58	78	122	105	7	34	16	52	51
Region1342	chr3R	7966009	7966636	.	628	845	367	1079	133	708	336	84	113	269	282	12	39	38	110	97
Region1343	chr3R	8132702	8133450	.	749	828	448	451	181	785	256	99	120	243	218	9	38	37	72	94
Region1344	chr3R	8133945	8134691	.	747	726	582	520	228	716	264	103	164	216	188	9	41	34	97	90
Region1345	chr3R	8135145	8135699	.	555	544	384	419	168	519	176	82	104	160	158	9	36	18	75	65
Region1346	chr3R	8143451	8144542	.	1092	1289	779	960	234	986	368	156	203	380	397	26	85	48	145	150
Region1347	chr3R	8149228	8149687	.	460	155	573	215	240	384	235	67	104	189	82	7	26	17	58	57
Region1348	chr3R	8166739	8167257	.	519	49	500	43	273	318	298	50	97	291	49	11	18	20	28	39
Region1349	chr3R	8172377	8176020	.	3644	3327	3759	6168	1456	2804	2232	450	615	1246	1204	75	240	137	507	425
Region1350	chr3R	8176739	8181410	.	4672	3545	7906	8682	3645	3615	4988	632	960	1177	1061	101	291	154	590	504
Region1351	chr3R	8181871	8205238	.	23368	39880	55160	67083	28772	34725	42166	2954	4627	6647	6612	468	1520	868	3036	2550
Region1352	chr3R	8206089	8207594	.	1506	954	2768	1721	1392	946	920	234	325	435	461	25	128	60	210	187
Region1353	chr3R	8208419	8209586	.	1168	880	2182	1321	1174	868	656	164	237	337	340	20	83	59	170	149
Region1354	chr3R	8210206	8214782	.	4577	3796	5481	4764	2239	3542	2061	597	831	1565	1477	100	287	181	629	528
Region1355	chr3R	8215323	8216238	.	916	1092	973	1276	377	946	411	108	172	458	423	9	83	40	137	104
Region1356	chr3R	8270934	8286754	.	15821	39360	37537	31088	20596	34700	30857	2090	3152	5274	4932	320	1064	650	2312	1821
Region1357	chr3R	8287455	8288412	.	958	823	1408	520	528	861	494	141	202	279	257	18	49	33	161	113
Region1358	chr3R	8289563	8290672	.	1110	1523	1266	1073	521	1316	777	153	220	423	389	17	86	52	190	148
Region1359	chr3R	8291329	8292020	.	692	958	691	728	266	869	475	89	149	290	250	29	60	35	97	109
Region1360	chr3R	8292465	8293407	.	943	1188	875	858	321	1232	587	134	151	475	395	12	75	28	146	114
Region1361	chr3R	8294140	8294996	.	857	953	649	610	260	922	400	97	145	369	313	21	52	29	127	117
Region1362	chr3R	8320452	8321439	.	988	1109	777	1265	291	1525	1045	150	175	442	276	13	65	31	132	131
Region1363	chr3R	8321732	8323002	.	1271	1861	910	2354	343	1543	1042	162	253	511	480	24	79	68	190	159
Region1364	chr3R	8323211	8323983	.	773	1124	645	1412	260	1088	771	103	125	335	285	12	66	45	124	123
Region1365	chr3R	8324188	8327231	.	3044	3974	2830	4766	1062	3757	2720	392	555	1099	1071	47	232	120	420	394
Region1366	chr3R	8328134	8334004	.	5871	11066	8000	11871	3415	10258	7186	732	1079	1775	1646	106	384	227	718	639
Region1367	chr3R	8334357	8335331	.	975	1831	764	2282	256	1487	922	144	227	426	425	30	69	48	209	137
Region1368	chr3R	8335675	8338125	.	2451	5339	4403	4632	2246	4737	1807	325	502	782	779	60	160	104	359	249
Region1369	chr3R	8682840	8684013	.	1174	1332	621	2223	219	1181	453	182	276	432	398	33	83	49	175	149
Region1370	chr3R	8685721	8686312	.	592	768	330	1305	129	687	281	75	122	243	242	11	43	31	104	83
Region1371	chr3R	8688294	8689102	.	809	887	482	1519	166	813	335	99	173	288	318	30	55	36	136	74
Region1372	chr3R	8692399	8693396	.	998	1439	850	2147	597	1366	556	136	196	709	650	23	93	51	182	136
Region1373	chr3R	8693623	8694136	.	514	826	479	1330	229	718	322	70	100	379	377	12	35	29	89	73
Region1374	chr3R	8698946	8699740	.	795	945	765	1736	354	712	894	123	205	372	285	16	70	49	135	113
Region1375	chr3R	8702053	8704166	.	2114	1924	2372	2771	1242	1633	1904	312	437	628	561	50	140	82	336	222
Region1376	chr3R	8706167	8706586	.	420	395	486	615	209	397	281	55	106	200	155	7	34	16	71	76
Region1377	chr3R	8964209	8964507	.	299	247	396	122	184	179	91	49	96	134	121	4	17	12	58	51
Region1378	chr3R	8966780	8968328	.	1549	1207	1651	470	777	908	399	204	327	540	472	38	102	65	227	187
Region1379	chr3R	8973207	8973564	.	358	412	411	173	199	267	155	59	80	140	123	10	27	15	79	62
Region1380	chr3R	8973932	8974463	.	532	701	664	297	294	512	322	93	98	167	204	14	45	19	79	55
Region1381	chr3R	10365684	10366149	.	466	473	391	647	181	796	484	58	107	258	139	8	23	29	58	48
Region1382	chr3R	10366488	10370638	.	4151	8890	5480	7577	2273	8209	5198	528	798	1471	1288	69	261	160	559	473
Region1383	chr3R	10371053	10371820	.	768	906	501	1119	163	826	462	100	167	293	275	7	48	26	103	100
Region1384	chr3R	10372173	10373481	.	1309	1662	1092	2003	412	1664	1001	165	225	583	512	22	87	46	165	160
Region1385	chr3R	10374507	10375087	.	581	654	526	782	204	680	369	85	117	255	183	5	38	24	76	66
Region1386	chr3R	10615506	10616207	.	702	606	370	1191	117	685	357	98	157	197	183	16	46	23	89	78
Region1387	chr3R	10620161	10620890	.	730	871	436	1109	221	838	356	122	150	204	183	24	45	28	111	87
Region1388	chr3R	10621100	10621447	.	348	360	236	491	82	351	147	55	103	93	83	6	13	19	46	45
Region1389	chr3R	10622472	10622849	.	378	491	262	648	104	380	158	53	97	131	105	11	24	15	49	38
Region1390	chr3R	10623227	10623803	.	577	612	299	1002	112	580	262	76	163	182	177	13	32	31	118	83
Region1391	chr3R	10649185	10649574	.	390	569	224	485	110	425	194	56	83	174	161	8	23	16	49	35
Region1392	chr3R	10660731	10661212	.	482	631	264	649	113	681	287	62	102	193	154	6	30	17	69	49
Region1393	chr3R	10661442	10661806	.	365	365	187	419	65	423	139	50	81	131	94	5	17	14	51	44
Region1394	chr3R	10662450	10662907	.	458	704	251	987	160	675	240	66	80	160	201	8	40	17	57	56
Region1395	chr3R	10663559	10664857	.	1299	1629	750	2560	345	1772	776	149	241	388	368	35	86	44	150	129
Region1396	chr3R	10665272	10666085	.	814	1422	780	2226	311	1303	751	124	172	232	217	19	55	31	114	99
Region1397	chr3R	10666322	10670927	.	4606	5849	2762	9385	1088	5707	2971	597	918	1366	1186	88	307	158	621	500
Region1398	chr3R	10671203	10672636	.	1434	1701	728	2254	322	1472	722	181	264	526	462	32	80	65	198	186
Region1399	chr3R	11255902	11256853	.	952	1182	845	1293	360	1188	483	111	191	367	289	20	62	38	123	119
Region1400	chr3R	11259707	11260890	.	1184	1124	1050	1260	427	1194	358	159	213	272	236	29	65	39	161	138
Region1401	chr3R	11261540	11263325	.	1786	2013	1979	2179	762	2078	703	218	304	502	465	38	87	58	196	169
Region1402	chr3R	11263883	11264880	.	998	1002	819	1128	339	1007	321	115	193	243	294	23	63	34	139	103
Region1403	chr3R	11265437	11266386	.	950	1034	710	1087	203	941	366	129	151	317	342	24	63	44	129	122
Region1404	chr3R	11271867	11272401	.	535	568	452	889	219	617	316	83	98	219	215	14	31	20	75	61
Region1405	chr3R	11273072	11273545	.	474	443	350	663	160	431	214	62	76	135	125	11	19	20	66	44
Region1406	chr3R	11298723	11299478	.	756	875	549	1170	308	775	584	105	98	312	307	9	50	26	102	71
Region1407	chr3R	11300525	11302108	.	1584	2101	1613	2994	732	2012	1481	197	262	518	502	19	88	61	207	172
Region1408	chr3R	11305121	11305633	.	513	458	564	737	200	539	283	73	95	149	135	11	18	18	81	47
Region1409	chr3R	11309106	11309695	.	590	536	463	942	167	576	332	66	104	174	186	12	34	25	62	72
Region1410	chr3R	11309940	11310423	.	484	535	430	826	171	466	300	54	93	157	169	7	22	24	65	61
Region1411	chr3R	11353862	11358924	.	5063	13331	6114	15450	2442	13045	7673	721	936	1757	1503	96	344	176	614	566
Region1412	chr3R	11359303	11361636	.	2334	3209	1523	4367	523	3462	1580	314	381	736	650	48	142	100	277	235
Region1413	chr3R	11362108	11368844	.	6737	9173	4558	11958	1679	9218	3970	857	1118	2261	2080	123	432	260	883	730
Region1414	chr3R	11369130	11372007	.	2878	5504	3141	6692	1120	5122	2194	378	546	909	859	70	191	140	442	344
Region1415	chr3R	11373171	11375416	.	2246	3429	1072	2586	608	4755	1656	295	364	1382	848	35	144	96	273	290
Region1416	chr3R	11375761	11376220	.	460	398	264	295	122	887	326	58	84	259	113	4	15	13	45	53
Region1417	chr3R	12006439	12006851	.	413	301	503	265	220	275	220	50	84	170	142	10	22	20	42	51
Region1418	chr3R	12129345	12130252	.	908	820	1031	556	638	594	521	116	166	294	273	28	75	42	100	114
Region1419	chr3R	12240971	12242288	.	1318	1442	850	2219	277	1538	581	168	203	403	382	9	91	49	144	152
Region1420	chr3R	12242500	12244135	.	1636	2409	1195	3793	449	2318	863	212	296	499	478	35	101	60	195	186
Region1421	chr3R	12244626	12257632	.	13007	25944	21622	27931	10166	22138	11563	1758	2518	4002	3656	278	861	475	1801	1391
Region1422	chr3R	12257836	12261197	.	3362	4011	3911	5033	1561	3459	1634	462	679	1038	961	66	246	131	443	368
Region1423	chr3R	12261993	12262866	.	874	1455	1126	1712	528	1052	521	119	182	238	266	18	52	29	123	124
Region1424	chr3R	12263448	12264425	.	978	1086	827	1378	282	911	332	124	195	271	282	27	71	34	129	97
Region1425	chr3R	12264865	12267749	.	2885	3132	2675	4222	1057	3136	1137	377	510	833	763	56	178	104	312	297
Region1426	chr3R	12269226	12270384	.	1159	1534	961	1885	351	1305	493	164	194	358	356	18	74	35	160	148
Region1427	chr3R	12270831	12273617	.	2787	3336	2477	4447	886	2993	1154	362	487	761	791	54	157	94	324	273
Region1428	chr3R	12273879	12279052	.	5174	10294	7277	13737	3527	10294	4864	650	900	1469	1293	86	320	172	569	485
Region1429	chr3R	12279322	12280142	.	821	1525	703	2225	229	1352	522	109	149	252	255	15	64	29	84	97
Region1430	chr3R	12280372	12280646	.	275	324	207	688	62	391	138	46	67	75	53	10	23	11	38	31
Region1431	chr3R	12281350	12283877	.	2528	3386	2956	5152	1342	4673	2177	324	430	788	572	42	140	86	268	231
Region1432	chr3R	12284145	12285288	.	1144	1415	798	2358	239	1204	524	146	175	332	363	28	84	49	128	144
Region1433	chr3R	12381031	12382172	.	1142	189	1769	116	830	113	221	167	249	558	502	31	92	64	205	146
Region1434	chr3R	13058044	13059978	.	1935	3437	2756	4132	1001	3582	1413	228	372	565	412	40	121	69	241	195
Region1435	chr3R	13060184	13064023	.	3840	11711	8880	11369	4469	10210	6084	546	745	1059	1034	57	197	103	446	373
Region1436	chr3R	13064550	13077579	.	13030	42037	32910	32080	17966	35446	13845	1539	2396	3902	3665	223	755	423	1756	1344
Region1437	chr3R	13290010	13293126	.	3117	3610	4102	1420	2382	2333	2606	376	491	1203	1106	57	196	114	442	388
Region1438	chr3R	13294087	13298117	.	4031	3886	4963	1795	2808	2549	2796	502	639	1508	1464	63	226	162	578	429
Region1439	chr3R	13795623	13796206	.	584	758	546	254	213	540	212	108	140	161	183	9	33	16	90	60
Region1440	chr3R	13802018	13802571	.	554	658	481	257	273	551	187	74	103	210	201	9	27	22	74	49
Region1441	chr3R	13803279	13803806	.	528	535	466	174	198	524	136	86	110	165	134	12	38	20	71	53
Region1442	chr3R	13807298	13812365	.	5068	7368	6004	4158	2466	6719	3194	665	950	1461	1295	101	305	188	614	520
Region1443	chr3R	13813251	13815677	.	2427	2302	3318	1173	1599	2376	1472	308	459	728	581	47	159	96	296	233
Region1444	chr3R	13861221	13861946	.	726	955	539	952	216	854	373	105	135	297	219	10	42	20	82	75
Region1445	chr3R	13862786	13863322	.	537	568	461	561	189	566	242	77	101	155	132	2	38	21	58	59
Region1446	chr3R	13864602	13866736	.	2135	2277	1769	2518	660	2164	940	309	387	561	515	48	112	83	223	213
Region1447	chr3R	13867472	13869724	.	2253	2399	2226	2894	991	3326	1555	291	393	811	538	37	131	80	219	225
Region1448	chr3R	13870272	13872939	.	2668	3127	2416	4557	911	2867	1426	329	543	687	677	51	137	78	325	268
Region1449	chr3R	13873211	13894238	.	21028	41410	33353	54307	16666	40003	26275	2682	3867	5998	5219	325	1210	712	2535	2064
Region1450	chr3R	13894449	13901562	.	7114	15330	11403	19402	5622	14298	9148	889	1364	1845	1635	120	386	205	930	692
Region1451	chr3R	13902122	13909649	.	7528	10938	13384	14914	7798	14578	11990	989	1374	2375	1711	107	429	242	838	698
Region1452	chr3R	13910612	13914886	.	4275	5126	5840	5957	2898	4461	2725	541	831	1114	912	74	256	147	525	433
Region1453	chr3R	13915129	13915810	.	682	814	914	771	408	628	366	89	131	220	195	6	45	31	83	69
Region1454	chr3R	13916760	13918145	.	1386	1759	1357	1810	531	1577	621	183	272	439	431	20	97	62	201	164
Region1455	chr3R	13918359	13920402	.	2044	2612	1955	2797	791	2448	891	241	329	564	466	37	139	67	242	212
Region1456	chr3R	13920837	13925438	.	4602	5664	3861	6704	1432	5458	2248	624	789	1388	1336	93	227	144	481	461
Region1457	chr3R	13925709	13926353	.	645	734	490	788	181	723	199	106	133	174	163	8	47	23	95	79
Region1458	chr3R	13926653	13927250	.	598	893	672	884	269	846	296	71	133	173	160	10	43	32	76	61
Region1459	chr3R	13927517	13928382	.	866	1001	864	1122	345	1000	340	116	170	227	212	18	45	30	109	88
Region1460	chr3R	13928602	13929480	.	879	1267	779	1333	318	1127	351	111	194	275	260	15	67	33	112	103
Region1461	chr3R	13930510	13931900	.	1391	1514	1422	1623	627	1682	613	172	223	356	277	23	88	43	166	152
Region1462	chr3R	13932129	13936191	.	4063	5771	4063	5665	2015	5430	1895	537	736	1081	1021	61	214	127	455	353
Region1463	chr3R	13936966	13937706	.	741	1071	688	1047	358	974	351	128	154	330	275	11	51	32	124	104
Region1464	chr3R	13944977	13945808	.	832	919	520	1276	189	956	331	117	145	328	271	8	51	35	106	96
Region1465	chr3R	15581307	15581955	.	649	770	463	492	207	637	234	83	119	238	232	14	45	28	89	84
Region1466	chr3R	15585887	15586429	.	543	504	297	348	118	647	199	88	105	205	189	13	35	26	91	55
Region1467	chr3R	15645937	15646572	.	636	925	607	866	327	735	498	97	143	264	232	20	37	33	103	81
Region1468	chr3R	15650599	15651337	.	739	785	806	461	518	858	526	99	121	225	195	12	44	27	102	76
Region1469	chr3R	15651933	15652374	.	442	567	447	359	233	385	254	62	102	179	175	9	24	25	71	45
Region1470	chr3R	15656290	15658110	.	1821	1744	1828	1904	938	1783	1343	271	365	529	474	25	112	82	245	185
Region1471	chr3R	15658634	15660185	.	1552	1955	1517	1405	622	1757	852	203	282	459	456	24	104	56	218	190
Region1472	chr3R	15661137	15661787	.	651	976	637	732	285	895	311	81	151	246	249	18	62	31	84	75
Region1473	chr3R	15662240	15663362	.	1123	1354	883	1191	332	1139	396	157	217	351	386	23	85	42	149	149
Region1474	chr3R	15663853	15664334	.	482	539	469	513	244	585	199	55	90	170	141	11	35	16	70	55
Region1475	chr3R	15984667	15985295	.	629	452	761	307	372	404	394	97	139	234	194	19	60	28	82	86
Region1476	chr3R	15985521	15988015	.	2495	2764	4241	2216	2110	2121	1921	323	475	883	779	38	165	93	312	250
Region1477	chr3R	15989690	15992736	.	3047	4645	6018	4616	2924	3848	2830	433	657	909	896	68	197	120	485	358
Region1478	chr3R	15993105	15993545	.	441	421	832	471	394	291	365	67	111	214	198	8	34	22	77	72
Region1479	chr3R	15993890	15994283	.	394	338	504	558	232	310	198	64	99	177	140	3	27	9	78	57
Region1480	chr3R	15994924	15996000	.	1077	823	1227	1135	658	1246	771	134	201	806	470	19	73	48	180	127
Region1481	chr3R	15996506	15997382	.	877	479	941	741	426	534	275	106	177	271	262	14	62	39	145	98
Region1482	chr3R	16010526	16011098	.	573	524	631	1064	233	573	248	72	113	199	178	13	27	27	85	78
Region1483	chr3R	16017082	16018444	.	1363	1237	1299	1948	546	1450	734	165	203	722	531	9	81	53	110	159
Region1484	chr3R	16020151	16021521	.	1371	878	1665	1913	607	983	639	184	232	460	330	14	79	56	154	135
Region1485	chr3R	16022131	16025054	.	2924	2665	3706	6200	1750	2813	1857	362	525	1014	771	44	204	108	334	307
Region1486	chr3R	16025291	16025891	.	601	443	877	1140	278	373	226	105	135	168	205	21	38	31	70	62
Region1487	chr3R	16026099	16028375	.	2277	1944	3901	4671	1733	1752	1617	295	471	644	580	38	159	87	271	282
Region1488	chr3R	16028619	16029199	.	581	512	552	1442	188	482	394	78	154	239	186	15	41	33	106	70
Region1489	chr3R	16029455	16033338	.	3884	3975	7012	7791	3661	3474	3201	511	760	1256	1073	60	261	150	535	446
Region1490	chr3R	16034688	16036921	.	2234	2556	3869	4214	1779	2036	1621	280	456	717	589	26	141	62	255	235
Region1491	chr3R	16037133	16040329	.	3197	3274	4641	7214	2184	3706	3239	397	595	1480	1071	63	185	109	312	381
Region1492	chr3R	16381113	16381451	.	339	537	257	474	101	404	143	53	68	120	124	2	28	8	41	40
Region1493	chr3R	16382806	16383324	.	519	662	377	735	166	688	170	74	99	178	195	13	32	15	63	47
Region1494	chr3R	16383768	16384227	.	460	533	381	699	144	543	198	58	98	140	131	7	20	13	44	50
Region1495	chr3R	16384897	16385327	.	431	475	387	737	168	552	134	72	83	111	105	11	24	11	71	34
Region1496	chr3R	16385789	16386592	.	804	1098	921	1262	411	1117	380	120	142	223	204	16	49	20	104	90
Region1497	chr3R	16386834	16387817	.	984	1614	1125	1869	474	1596	461	136	178	310	336	21	67	46	119	124
Region1498	chr3R	16388039	16388764	.	726	743	782	925	332	730	252	80	142	173	151	9	33	23	83	81
Region1499	chr3R	16390273	16391234	.	962	1138	874	1031	306	1088	268	144	187	297	265	20	80	31	122	97
Region1500	chr3R	16391641	16392079	.	439	451	558	542	231	501	168	70	92	129	103	13	27	21	60	44
Region1501	chr3R	16392326	16393909	.	1584	1822	1340	2116	545	1774	534	191	292	461	425	36	96	61	205	179
Region1502	chr3R	16394289	16394893	.	605	950	486	1087	189	815	279	73	114	229	290	10	45	16	90	68
Region1503	chr3R	16395668	16396957	.	1290	1238	1010	1656	384	1235	478	178	224	373	356	27	75	53	169	145
Region1504	chr3R	16397395	16400602	.	3208	3790	2700	5417	985	3946	1437	391	598	894	809	49	198	111	384	301
Region1505	chr3R	16400855	16402562	.	1708	2768	2229	4286	849	2696	1425	231	337	502	443	29	113	60	212	176
Region1506	chr3R	16402781	16403657	.	877	1724	1094	2931	377	1602	754	120	183	394	322	8	55	35	137	120
Region1507	chr3R	16403909	16407106	.	3198	7422	5688	10380	2272	6840	4775	438	663	939	881	50	169	120	396	384
Region1508	chr3R	16407352	16420857	.	13506	26473	18797	38014	7816	26142	18964	1661	2396	3719	3303	262	733	431	1493	1371
Region1509	chr3R	16421127	16422954	.	1828	3775	2373	5264	1006	4014	2001	228	325	517	515	32	76	74	227	196
Region1510	chr3R	16423505	16424790	.	1286	2678	1528	3973	571	2686	1510	183	258	494	407	27	81	42	182	126
Region1511	chr3R	16425773	16426634	.	862	1068	617	1776	220	1099	532	124	146	232	201	7	46	39	97	74
Region1512	chr3R	16426921	16427454	.	534	708	466	1119	157	685	342	81	135	123	161	3	29	23	61	50
Region1513	chr3R	16513427	16514178	.	752	177	650	250	405	531	539	104	115	542	198	13	33	28	55	76
Region1514	chr3R	16659381	16660572	.	1192	1682	883	1748	391	1644	636	145	243	346	327	36	76	49	173	133
Region1515	chr3R	16660786	16665141	.	4356	6270	3733	7275	1611	6401	2676	545	747	1279	1147	87	313	170	556	490
Region1516	chr3R	16665539	16670747	.	5209	6444	3903	7230	1572	6585	2809	603	902	1499	1361	93	342	194	586	621
Region1517	chr3R	16671175	16674004	.	2830	3065	2337	3589	1048	3976	1634	341	475	770	596	55	174	92	287	249
Region1518	chr3R	16674363	16690234	.	15872	25116	18941	25459	8916	24132	14290	2072	2977	4213	3870	289	955	558	1927	1626
Region1519	chr3R	16690441	16695950	.	5510	8172	5873	9573	2597	8112	4149	668	1003	1714	1555	116	362	182	657	604
Region1520	chr3R	16696220	16698705	.	2486	4211	3286	4766	1492	3966	2226	348	513	753	653	41	162	90	341	278
Region1521	chr3R	16699154	16700389	.	1236	2162	1817	2337	892	2072	1266	180	275	354	295	32	74	46	179	126
Region1522	chr3R	16700611	16702900	.	2290	4245	3695	4956	1678	4191	3126	278	498	658	543	62	128	85	286	231
Region1523	chr3R	16703271	16706923	.	3653	5872	6089	7506	2965	5711	4175	459	682	815	802	62	222	120	448	348
Region1524	chr3R	16707527	16708470	.	944	1674	1380	2132	599	1547	995	144	201	235	248	20	77	35	126	119
Region1525	chr3R	16708702	16710427	.	1726	2557	2086	3127	826	2298	1353	203	357	470	476	51	102	66	242	217
Region1526	chr3R	16710950	16715421	.	4472	8046	6994	9044	3479	7561	4769	584	814	1082	1097	60	286	133	549	399
Region1527	chr3R	16715639	16719439	.	3801	7311	5194	8056	2358	6806	4486	452	788	1238	1147	89	241	131	550	425
Region1528	chr3R	16720360	16722433	.	2074	3137	2340	3098	920	3062	1423	272	439	625	551	32	141	90	298	208
Region1529	chr3R	16722682	16724468	.	1787	2613	1822	2834	790	2431	1178	234	384	477	482	24	115	55	224	190
Region1530	chr3R	16724709	16725537	.	829	1256	889	1359	379	1078	535	126	197	298	266	12	46	33	94	96
Region1531	chr3R	16725784	16726257	.	474	666	615	748	261	656	309	68	129	137	153	18	32	18	65	67
