# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/K27ac.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/K27ac.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region2848	chr3L	13412857	13413373	.	517	381	1012	112	428	886	483	85	143	212	158	16	35	15	106	70
Region2849	chr3L	13442646	13443151	.	506	313	1165	73	380	595	498	67	125	202	83	5	33	22	76	42
Region2850	chr3L	13449904	13450284	.	381	205	587	47	204	293	256	58	71	164	155	10	25	15	72	52
Region2851	chr3L	13485875	13486262	.	388	179	588	57	250	642	310	71	90	169	135	16	29	23	84	47
Region2852	chr3L	13486793	13487518	.	726	540	2108	169	632	1524	871	125	142	378	324	24	65	42	161	102
Region2853	chr3L	13502704	13503370	.	667	524	2033	104	511	784	735	94	143	393	362	10	40	20	112	88
Region2854	chr3L	13512693	13513835	.	1143	506	2121	105	692	1313	862	150	257	451	413	19	69	50	203	130
Region2855	chr3L	13836942	13837387	.	446	379	356	111	316	830	121	79	104	77	125	2	22	8	57	40
Region2856	chr3L	13922050	13922829	.	780	208	1218	64	448	1006	608	115	200	203	178	14	50	29	106	61
Region2857	chr3L	13923099	13923466	.	368	87	672	23	165	424	295	59	102	72	65	4	28	16	46	46
Region2858	chr3L	13923989	13925269	.	1281	302	2538	113	555	1531	1162	183	333	317	334	22	65	36	166	137
Region2859	chr3L	13928490	13928985	.	496	283	1019	61	438	904	384	73	108	218	144	12	32	23	84	65
Region2860	chr3L	13929383	13930041	.	659	514	1309	148	850	1541	534	111	140	405	237	12	51	23	158	94
Region2861	chr3L	13964201	13964745	.	545	338	1275	85	375	794	549	93	138	213	192	15	39	30	112	73
Region2862	chr3L	13965139	13965850	.	712	385	1410	110	416	908	682	91	158	297	332	23	72	30	144	115
Region2863	chr3L	13998818	13999210	.	393	245	753	59	275	501	331	69	96	209	219	9	43	19	78	73
Region2864	chr3L	14001343	14004576	.	3234	3054	6108	758	2076	6116	2846	451	770	857	1011	60	210	126	529	402
Region2865	chr3L	14028416	14029184	.	769	836	2856	222	856	1932	1119	106	181	312	300	17	57	40	119	84
Region2866	chr3L	14030783	14031747	.	965	734	2010	196	757	1471	841	132	243	418	395	13	69	35	167	104
Region2867	chr3L	14032146	14032534	.	389	280	710	58	301	616	324	53	81	230	213	19	30	18	69	58
Region2868	chr3L	14037052	14038360	.	1309	1963	1788	659	2574	5932	821	184	296	505	449	19	91	51	256	171
Region2869	chr3L	14049469	14049915	.	447	285	1044	65	307	497	446	78	87	236	174	7	35	23	68	56
Region2870	chr3L	14051241	14051786	.	546	456	1246	105	597	1038	529	72	121	351	317	7	42	32	92	86
Region2871	chr3L	14052603	14054248	.	1646	1147	3211	305	1343	2290	1298	222	415	825	641	46	123	69	328	202
Region2872	chr3L	14152114	14152772	.	659	146	824	71	132	173	388	96	162	275	236	17	47	29	135	80
Region2873	chr3L	14154428	14154924	.	497	156	671	47	117	216	274	68	134	110	127	10	29	22	82	52
Region2874	chr3L	14176425	14177349	.	925	361	1169	115	580	640	581	146	221	646	406	7	60	55	151	124
Region2875	chr3L	14190934	14191353	.	420	235	893	54	274	915	400	76	131	148	135	8	32	17	74	35
Region2876	chr3L	14200700	14200961	.	262	47	420	31	277	532	229	50	85	107	93	7	28	8	54	41
Region2877	chr3L	14275382	14276156	.	775	415	1040	124	388	854	548	124	172	237	235	13	46	23	102	77
Region2878	chr3L	14276396	14277314	.	919	581	1549	265	865	1982	806	128	220	306	299	13	64	49	165	135
Region2879	chr3L	14409541	14410284	.	744	1201	1639	294	1161	2133	774	96	178	296	306	19	42	26	140	86
Region2880	chr3L	14410524	14411010	.	487	451	1438	173	466	1320	625	75	166	191	196	21	41	15	88	65
Region2881	chr3L	14537704	14538345	.	642	414	1227	106	440	847	516	86	161	295	176	26	44	26	99	89
Region2882	chr3L	14551308	14551912	.	605	416	478	186	573	1130	268	89	155	171	162	22	37	29	103	71
Region2883	chr3L	14552562	14553060	.	499	313	571	164	497	960	280	77	127	182	175	22	36	23	102	64
Region2884	chr3L	14560018	14560503	.	486	297	854	65	295	638	351	62	146	238	124	22	43	26	73	66
Region2885	chr3L	14631535	14632092	.	558	321	1307	89	278	793	549	77	147	169	160	13	46	29	108	77
Region2886	chr3L	14632732	14633353	.	622	227	781	77	244	524	382	91	153	266	209	14	62	25	121	90
Region2887	chr3L	14756710	14758009	.	1300	1105	3013	576	1308	3217	1337	149	341	514	416	37	92	60	222	158
Region2888	chr3L	14758233	14758764	.	532	332	845	124	344	958	465	99	152	127	123	10	32	16	76	58
Region2889	chr3L	14762064	14762540	.	477	348	963	128	358	1033	478	76	122	205	178	14	21	19	95	66
Region2890	chr3L	14781057	14781269	.	213	146	112	65	166	273	43	31	44	91	74	1	15	9	44	33
Region2891	chr3L	14783190	14784865	.	1676	686	1895	327	2063	4671	884	259	370	519	537	44	136	85	299	214
Region2892	chr3L	14785098	14786298	.	1201	1108	2243	418	1259	2819	1026	210	296	413	391	37	107	76	252	170
Region2893	chr3L	14786672	14787469	.	798	1179	2095	316	1470	2828	861	110	197	323	325	21	61	34	153	112
Region2894	chr3L	14789923	14791092	.	1170	1205	3556	341	1137	3246	1386	189	276	356	413	30	73	62	215	157
Region2895	chr3L	14801527	14802193	.	667	1074	2224	330	1017	2089	924	100	153	354	299	11	52	28	145	91
Region2896	chr3L	14944533	14945033	.	501	271	813	82	313	833	464	83	152	112	106	11	29	10	58	62
Region2897	chr3L	14946302	14947816	.	1515	391	1838	227	644	1447	1157	217	348	392	470	31	99	52	232	156
Region2898	chr3L	14952150	14952940	.	791	542	893	214	308	619	470	131	178	183	190	31	60	28	126	94
Region2899	chr3L	14953650	14954195	.	546	362	748	180	315	693	414	93	134	149	173	13	38	22	104	71
Region2900	chr3L	14956284	14957463	.	1180	394	1397	204	914	1876	825	207	286	396	411	26	81	55	246	175
Region2901	chr3L	14959050	14959504	.	455	223	576	50	277	525	275	67	122	93	97	10	21	13	41	40
Region2902	chr3L	14960170	14960478	.	309	172	391	109	270	614	221	53	97	91	84	5	23	14	68	29
Region2903	chr3L	14961522	14961921	.	400	236	561	125	450	883	314	57	100	135	106	9	30	22	62	54
Region2904	chr3L	14962155	14962803	.	649	294	994	190	742	1517	535	107	163	187	142	14	54	25	87	71
Region2905	chr3L	14963074	14963579	.	506	214	552	53	341	786	388	56	138	118	124	11	31	18	35	68
Region2906	chr3L	14963807	14964898	.	1092	280	1607	148	2111	4740	999	167	279	306	297	23	84	49	191	118
Region2907	chr3L	14965115	14966854	.	1740	505	2260	287	1834	4222	1471	245	462	462	471	52	112	61	300	200
Region2908	chr3L	14967272	14967903	.	632	288	1251	213	1308	2802	712	103	157	191	204	15	40	32	117	75
Region2909	chr3L	14971371	14971900	.	530	101	986	71	390	813	538	79	153	121	122	18	34	25	93	52
Region2910	chr3L	14974248	14974930	.	683	185	911	79	368	751	514	115	172	177	150	31	39	31	93	87
Region2911	chr3L	14975293	14976341	.	1049	1632	1881	759	1077	1906	1017	154	304	529	446	37	72	67	262	154
Region2912	chr3L	14976747	14977633	.	887	999	974	437	698	1312	530	139	228	343	346	18	60	37	193	123
Region2913	chr3L	14978450	14979216	.	767	506	936	217	795	1528	549	128	190	249	251	12	42	41	123	83
Region2914	chr3L	14982833	14983377	.	545	484	1393	178	619	1120	619	90	152	376	340	20	54	24	116	85
Region2915	chr3L	14987815	14988306	.	492	216	629	94	442	759	251	77	115	187	153	4	32	22	81	60
Region2916	chr3L	14994957	14995407	.	451	95	505	40	199	549	299	59	107	124	151	10	21	15	86	42
Region2917	chr3L	14995642	14996088	.	447	117	615	38	186	460	305	72	124	102	134	3	24	21	66	63
Region2918	chr3L	14998925	15000518	.	1594	1218	3814	250	898	2322	1576	249	382	450	536	29	93	73	261	174
Region2919	chr3L	15094188	15094762	.	575	401	1612	122	388	1101	666	100	171	211	205	20	34	33	122	70
Region2920	chr3L	15097896	15098819	.	924	588	2129	270	627	1528	901	134	264	267	277	28	52	32	168	113
Region2921	chr3L	15116732	15117157	.	426	370	1094	62	289	952	434	59	125	114	132	9	44	14	83	51
Region2922	chr3L	15136148	15137184	.	1037	778	2244	213	793	1808	991	144	272	382	344	19	62	40	171	113
Region2923	chr3L	15141415	15142546	.	1132	576	2038	290	1181	2258	1040	158	277	471	405	35	85	51	232	162
Region2924	chr3L	15143353	15144868	.	1516	1040	2616	268	1032	2317	1102	215	352	571	481	26	98	62	257	162
Region2925	chr3L	15158003	15158575	.	573	508	1328	153	378	754	620	89	144	319	293	10	59	31	123	85
Region2926	chr3L	15159083	15159546	.	464	272	830	76	313	659	382	73	114	267	235	9	31	17	109	71
Region2927	chr3L	15163287	15163565	.	279	99	563	14	200	403	246	39	84	178	127	2	17	10	27	38
Region2928	chr3L	15233201	15233552	.	352	85	504	49	149	301	313	59	93	113	118	7	22	15	56	42
Region2929	chr3L	15235743	15237726	.	1984	374	2407	124	533	739	1282	257	386	907	751	48	146	78	327	246
Region2930	chr3L	15260142	15260816	.	675	219	708	70	212	269	321	78	128	270	250	12	61	29	102	91
Region2931	chr3L	15261104	15261658	.	555	158	593	45	211	314	347	68	132	148	141	12	36	16	70	60
Region2932	chr3L	15262801	15263911	.	1111	320	1227	133	365	681	697	137	256	302	279	22	79	28	173	114
Region2933	chr3L	15498998	15499461	.	464	223	875	41	184	388	362	60	106	257	215	18	43	28	79	59
Region2934	chr3L	15504523	15504812	.	290	119	546	29	252	473	193	45	78	127	123	4	23	19	63	37
Region2935	chr3L	15506875	15508664	.	1790	1507	3803	610	2791	6655	1550	264	434	604	533	34	113	82	324	184
Region2936	chr3L	15509050	15510174	.	1125	1065	1437	288	820	2231	670	136	313	350	353	32	96	50	186	136
Region2937	chr3L	15516522	15518140	.	1619	1882	3420	648	1466	2747	1536	230	372	524	489	40	110	49	312	192
Region2938	chr3L	15523359	15524105	.	747	611	1319	218	613	1521	584	114	175	207	157	17	53	28	120	68
Region2939	chr3L	15554099	15554704	.	606	519	1319	201	518	1301	633	89	143	265	258	18	40	23	101	84
Region2940	chr3L	15562621	15563058	.	438	220	889	72	323	812	361	80	123	162	133	15	49	16	96	67
Region2941	chr3L	15563393	15564231	.	839	459	1360	150	540	1382	710	127	209	240	269	14	66	43	136	104
Region2942	chr3L	15565796	15566404	.	609	378	863	127	523	1326	390	105	162	188	196	8	38	19	120	66
Region2943	chr3L	15576625	15577035	.	411	351	890	82	238	631	366	71	115	148	118	6	32	23	86	53
Region2944	chr3L	15580121	15581245	.	1125	943	2393	194	1033	1980	1014	172	235	525	417	30	69	53	189	139
Region2945	chr3L	15583623	15584058	.	436	323	995	89	340	754	419	57	119	244	209	6	21	17	99	61
Region2946	chr3L	15587563	15588192	.	630	386	1258	108	345	1001	608	90	159	222	193	13	36	25	136	92
Region2947	chr3L	15588902	15590150	.	1249	1176	3614	408	1153	2318	1613	171	316	652	463	28	96	68	232	150
Region2948	chr3L	15592818	15593211	.	394	161	557	78	69	169	273	66	101	50	129	5	17	16	68	28
Region2949	chr3L	15593566	15594306	.	741	266	935	92	147	366	509	107	202	135	188	13	42	34	97	71
Region2950	chr3L	15594703	15595284	.	582	255	733	67	228	541	411	95	146	143	128	22	39	23	79	55
Region2951	chr3L	15595580	15596574	.	995	292	1141	104	390	831	634	127	240	304	327	23	73	40	174	128
Region2952	chr3L	15609919	15610364	.	446	539	1081	167	538	1239	479	80	113	256	183	10	32	28	78	76
Region2953	chr3L	15619926	15620623	.	698	685	1672	261	825	1767	731	92	145	411	331	19	64	39	125	113
Region2954	chr3L	15698961	15699720	.	760	200	999	68	327	652	549	105	172	326	307	14	64	28	135	106
Region2955	chr3L	15711448	15712017	.	570	156	708	111	501	734	369	68	131	178	121	13	32	28	85	66
Region2956	chr3L	15713104	15714381	.	1278	267	1218	109	684	1301	710	150	249	429	356	28	84	53	213	165
Region2957	chr3L	15727560	15728213	.	654	163	821	61	295	442	397	97	147	344	245	18	39	27	83	87
Region2958	chr3L	15798606	15799103	.	498	107	683	22	216	503	362	80	126	146	111	8	35	24	103	59
Region2959	chr3L	15801169	15801551	.	383	82	476	22	102	228	215	55	84	118	90	3	28	15	52	35
Region2960	chr3L	15802612	15803430	.	819	243	941	89	246	371	500	119	194	197	170	17	47	31	101	91
Region2961	chr3L	15815873	15816365	.	493	233	742	89	301	547	373	61	133	191	194	12	38	23	82	74
Region2962	chr3L	15825775	15827364	.	1590	1934	4259	493	1498	4348	1815	236	403	445	556	51	83	55	259	189
Region2963	chr3L	15832408	15832972	.	565	379	1124	136	468	1052	457	70	122	264	268	15	46	24	114	81
Region2964	chr3L	15834722	15835371	.	650	615	1802	161	568	1304	771	107	189	280	245	12	61	43	133	77
Region2965	chr3L	15836739	15837429	.	691	539	1822	177	588	1727	813	105	153	272	271	15	52	28	137	97
Region2966	chr3L	15952210	15953435	.	1226	1027	575	384	260	483	208	163	219	423	369	31	78	48	215	134
Region2967	chr3L	15953921	15954710	.	790	908	489	294	282	643	175	106	183	291	265	22	61	45	118	101
Region2968	chr3L	15955134	15955731	.	598	507	1402	132	508	1106	661	100	145	285	303	19	59	28	164	104
Region2969	chr3L	15956642	15957148	.	507	336	1119	74	302	691	533	99	115	217	279	5	38	22	116	78
Region2970	chr3L	15967395	15967912	.	518	411	1422	178	411	854	597	99	144	300	382	27	22	42	157	86
Region2971	chr3L	15968232	15968663	.	432	254	916	103	334	595	430	79	110	259	377	10	28	38	149	69
Region2972	chr3L	15982209	15983608	.	1400	1467	4115	405	1143	2257	1644	213	328	631	427	35	90	63	207	190
Region2973	chr3L	15984754	15987882	.	3129	3203	2533	1054	1630	2744	982	429	611	1449	1208	75	252	185	628	393
Region2974	chr3L	15988242	15988709	.	468	366	884	125	470	818	435	70	131	278	169	4	32	23	97	67
Region2975	chr3L	16003989	16005701	.	1713	1189	3545	318	1031	2796	1512	252	422	593	560	39	128	66	290	234
Region2976	chr3L	16011203	16011798	.	596	520	1569	133	611	1191	654	95	140	398	268	18	52	25	128	83
Region2977	chr3L	16016233	16016697	.	465	147	553	78	195	241	336	77	112	211	145	3	38	25	69	50
Region2978	chr3L	16017405	16018321	.	917	319	1067	196	476	727	546	132	222	398	362	21	65	49	169	120
Region2979	chr3L	16023630	16024197	.	568	164	795	47	109	254	437	85	157	93	122	19	30	19	59	56
Region2980	chr3L	16040645	16040920	.	276	191	379	72	217	581	159	58	77	92	76	0	21	12	55	46
Region2981	chr3L	16041181	16041617	.	437	174	514	86	439	660	282	62	108	204	198	17	46	23	83	48
Region2982	chr3L	16042842	16043555	.	714	363	725	224	818	1533	463	87	154	243	210	20	49	27	114	74
Region2983	chr3L	16043763	16047275	.	3513	3316	5709	1476	4796	10194	3093	501	836	1098	1092	118	263	144	729	430
Region2984	chr3L	16048361	16048739	.	379	154	487	59	188	411	262	66	91	135	128	6	37	12	94	58
Region2985	chr3L	16049493	16050959	.	1467	1308	1471	587	1347	2687	738	197	333	457	508	32	105	59	283	190
Region2986	chr3L	16051953	16052467	.	515	290	1154	159	392	865	519	69	142	192	220	18	37	23	141	63
Region2987	chr3L	16086865	16087471	.	607	567	1320	154	888	1144	568	79	141	477	315	16	58	20	143	108
Region2988	chr3L	16089741	16091111	.	1371	1642	3547	412	1201	2946	1508	197	350	568	530	38	108	76	290	219
Region2989	chr3L	16105282	16105583	.	302	126	490	33	167	283	208	32	74	178	114	5	35	12	63	44
Region2990	chr3L	16111804	16112734	.	931	1298	2449	324	942	2332	959	121	194	299	281	21	82	33	139	110
Region2991	chr3L	16113168	16114973	.	1806	2167	5091	724	2365	4490	1969	273	413	913	816	50	128	85	339	219
Region2992	chr3L	16128648	16129052	.	405	351	646	90	237	602	286	78	98	155	137	7	32	11	79	56
Region2993	chr3L	16129636	16130266	.	631	625	1569	181	822	1758	686	81	163	374	288	18	41	33	132	72
Region2994	chr3L	16131251	16131564	.	314	169	583	50	215	425	286	61	89	160	161	15	31	14	75	52
Region2995	chr3L	16131961	16132874	.	914	1067	2710	302	655	1620	1063	118	196	392	356	34	61	38	166	127
Region2996	chr3L	16228147	16228716	.	570	333	1203	81	269	698	487	101	137	164	166	13	51	24	103	78
Region2997	chr3L	16229163	16229518	.	356	185	640	31	226	511	240	63	92	97	107	21	31	9	60	45
Region2998	chr3L	16231615	16232580	.	966	723	2384	209	705	1985	1028	120	259	302	280	26	51	42	181	119
Region2999	chr3L	16348081	16348550	.	470	294	1137	62	328	525	519	59	101	285	215	10	39	26	90	49
Region3000	chr3L	16351408	16352483	.	1076	588	2360	163	712	1411	985	138	237	409	391	20	76	57	193	150
Region3001	chr3L	16377896	16378530	.	635	449	1478	122	462	1115	658	96	162	226	210	16	55	37	124	93
Region3002	chr3L	16385471	16386921	.	1451	987	2302	208	694	1624	1004	200	294	453	506	36	96	58	231	151
Region3003	chr3L	16407093	16407996	.	904	1343	861	422	340	754	407	139	198	372	335	28	66	38	170	138
Region3004	chr3L	16408232	16411710	.	3479	5430	9328	2596	6048	10879	4186	439	812	1411	1191	97	242	133	669	458
Region3005	chr3L	16411936	16412336	.	401	609	807	43	286	672	312	58	131	52	89	3	17	9	16	33
Region3006	chr3L	16412575	16413491	.	917	1088	1814	198	689	1655	774	149	202	264	231	14	50	35	104	80
Region3007	chr3L	16416795	16417129	.	335	231	696	90	328	523	242	67	93	166	87	2	19	9	56	36
Region3008	chr3L	16418870	16419247	.	378	200	659	61	279	411	283	64	78	268	250	8	36	24	87	57
Region3009	chr3L	16489774	16490567	.	794	295	943	90	401	503	474	104	181	359	359	14	66	39	131	86
Region3010	chr3L	16563828	16564119	.	292	49	266	8	420	610	165	49	75	164	119	3	18	13	50	52
Region3011	chr3L	16569832	16570669	.	838	315	1139	69	394	950	603	134	209	199	218	28	61	26	87	83
Region3012	chr3L	16570874	16572294	.	1421	496	2853	165	940	2333	1332	198	347	361	333	29	78	51	193	155
Region3013	chr3L	16574423	16575174	.	752	711	1487	245	707	1517	668	127	186	302	319	7	55	23	134	96
Region3014	chr3L	16579540	16580162	.	623	411	1063	87	295	590	488	100	158	189	170	20	39	33	123	74
Region3015	chr3L	16580396	16582013	.	1618	1293	2422	280	1123	2065	1026	226	337	714	550	44	132	60	248	202
Region3016	chr3L	16583030	16583925	.	896	948	1773	184	1017	1915	757	132	197	543	423	24	69	37	163	154
Region3017	chr3L	16584264	16584936	.	673	630	1786	129	734	1583	760	101	140	411	247	30	51	30	98	94
Region3018	chr3L	16586553	16589180	.	2628	3175	6550	728	2782	6161	2692	366	567	1126	1087	61	193	119	506	360
Region3019	chr3L	16590574	16591057	.	484	323	778	125	509	1055	401	66	138	288	275	19	50	25	110	75
Region3020	chr3L	16594381	16595082	.	702	792	2386	222	585	941	1050	129	196	381	286	7	55	44	140	110
Region3021	chr3L	16595375	16595630	.	256	157	279	58	125	258	170	34	76	107	85	0	17	11	75	38
Region3022	chr3L	16609819	16611106	.	1288	1139	2350	206	987	2588	1004	196	304	579	513	30	95	69	204	166
Region3023	chr3L	16611587	16613310	.	1724	2032	4173	517	2068	4232	1850	229	426	666	530	46	124	76	265	240
Region3024	chr3L	16614760	16615478	.	719	763	1801	201	838	1753	765	108	159	396	272	11	53	32	159	112
Region3025	chr3L	16647456	16647779	.	324	127	456	51	200	366	215	54	81	176	149	13	28	21	74	38
Region3026	chr3L	16661097	16661558	.	462	330	665	160	348	695	341	66	121	171	152	8	33	21	97	65
Region3027	chr3L	16673198	16673489	.	292	102	486	36	164	306	246	60	95	224	203	7	40	10	92	37
Region3028	chr3L	16711050	16711605	.	556	274	880	102	396	928	443	95	150	206	201	17	44	30	96	72
Region3029	chr3L	16713661	16714434	.	774	401	1510	110	455	968	640	100	169	296	280	18	54	38	155	105
Region3030	chr3L	16730443	16730776	.	334	183	539	50	108	287	248	54	88	130	91	8	23	17	62	49
Region3031	chr3L	16765029	16765654	.	626	460	802	148	292	880	404	104	149	154	167	22	28	29	110	70
Region3032	chr3L	16770580	16773280	.	2701	3906	3984	1068	4081	10419	1878	394	592	859	758	84	170	100	453	326
Region3033	chr3L	16773644	16774703	.	1060	713	1976	346	854	1655	862	151	265	548	389	32	92	52	213	133
Region3034	chr3L	16779193	16779730	.	538	451	1234	116	414	1031	472	90	146	243	205	15	33	26	116	78
Region3035	chr3L	16780102	16780915	.	814	677	1736	208	512	1161	719	108	190	371	250	21	62	37	144	128
Region3036	chr3L	16783085	16783560	.	476	270	735	75	271	657	338	85	123	212	143	13	39	23	123	67
Region3037	chr3L	16786358	16786900	.	543	346	1246	93	378	748	587	87	167	311	263	13	39	27	133	80
Region3038	chr3L	16808481	16808873	.	393	261	796	95	276	606	324	75	121	166	133	20	33	21	67	47
Region3039	chr3L	16842529	16842931	.	403	165	754	38	181	506	347	62	93	141	156	8	26	22	79	49
Region3040	chr3L	16844612	16845028	.	417	269	911	95	402	814	419	59	94	175	158	8	26	15	95	58
Region3041	chr3L	16845408	16845833	.	426	228	752	80	391	705	383	71	101	307	295	10	34	25	112	83
Region3042	chr3L	16852766	16853407	.	642	518	832	92	376	825	381	78	149	298	270	17	46	39	127	97
Region3043	chr3L	16853735	16854844	.	1110	1036	2715	339	1095	3028	1106	164	256	340	417	21	80	59	197	159
Region3044	chr3L	16860124	16861764	.	1641	1301	3023	376	1277	3144	1239	209	394	545	559	37	107	91	270	205
Region3045	chr3L	16863157	16863606	.	450	377	1121	90	464	729	473	68	74	234	146	6	31	24	90	64
Region3046	chr3L	17009749	17010676	.	928	199	1379	77	433	797	732	136	203	365	362	10	60	28	140	107
Region3047	chr3L	17011122	17012582	.	1461	748	2992	281	914	1927	1479	204	315	559	603	39	110	64	293	196
Region3048	chr3L	17015561	17015985	.	425	379	859	102	402	747	354	69	79	225	159	17	29	17	105	66
Region3049	chr3L	17016214	17016980	.	767	695	1628	156	457	1054	709	115	184	246	214	11	50	35	109	72
Region3050	chr3L	17024335	17024848	.	514	523	1116	120	763	1169	432	82	106	246	236	9	38	27	80	58
Region3051	chr3L	17035680	17036124	.	445	276	817	69	363	498	346	66	93	322	174	10	43	21	66	71
Region3052	chr3L	17042085	17043345	.	1261	682	2429	185	768	1689	1042	175	265	424	397	30	72	56	191	145
Region3053	chr3L	17044594	17045024	.	431	245	937	80	334	685	420	67	105	205	237	15	44	23	99	59
Region3054	chr3L	17051294	17051803	.	510	386	925	85	371	756	443	74	129	181	207	11	42	28	97	73
Region3055	chr3L	17241504	17242400	.	897	679	1888	169	551	1222	738	113	196	272	196	14	58	31	121	96
Region3056	chr3L	17338742	17339258	.	517	365	1524	66	319	526	578	89	144	252	226	18	35	27	83	64
Region3057	chr3L	17353117	17353601	.	485	282	957	71	368	972	408	90	112	252	214	9	34	25	122	79
Region3058	chr3L	17378458	17379433	.	976	416	1547	162	622	1117	712	136	207	436	358	35	67	55	180	139
Region3059	chr3L	17414748	17415724	.	977	214	1793	98	395	958	913	148	236	277	272	18	60	40	150	122
Region3060	chr3L	17415950	17416269	.	320	187	489	91	248	518	316	57	90	110	103	13	24	21	59	37
Region3061	chr3L	17416651	17417397	.	747	321	1008	112	370	904	501	119	198	181	155	21	56	17	108	101
Region3062	chr3L	17417612	17418078	.	467	96	571	28	235	411	290	79	112	256	184	23	45	25	90	73
Region3063	chr3L	17425168	17425848	.	681	329	1132	57	285	696	544	101	203	226	281	23	55	19	152	108
Region3064	chr3L	17426749	17427124	.	376	314	789	63	356	705	312	75	92	116	140	5	24	16	81	48
Region3065	chr3L	17428254	17428800	.	547	364	836	80	438	873	379	78	138	225	199	19	50	27	85	71
Region3066	chr3L	17432521	17433612	.	1092	908	2387	213	846	1904	1000	153	243	501	413	20	70	51	179	130
Region3067	chr3L	17433860	17434267	.	408	232	887	71	253	800	333	68	117	154	129	9	37	16	87	69
Region3068	chr3L	17465987	17466406	.	420	241	863	77	326	594	441	61	101	222	218	13	34	17	100	66
Region3069	chr3L	17475118	17475611	.	494	221	805	44	281	438	348	76	125	250	227	12	41	33	75	70
Region3070	chr3L	17513354	17515033	.	1680	1462	3902	438	1520	2965	1659	246	340	800	661	34	130	72	288	214
Region3071	chr3L	17529299	17530727	.	1429	719	2563	234	879	1797	1201	195	310	597	545	28	90	48	247	169
Region3072	chr3L	17553905	17557792	.	3888	9018	11899	2946	8129	13932	4675	520	849	2041	1661	97	293	198	717	553
Region3073	chr3L	17621159	17621582	.	424	307	708	48	240	656	305	64	124	155	124	8	39	20	75	47
